ms,d0,d1,d2,d3,minD,gsr_raw,gsr_filt,gsr_minDyn,gsr_maxDyn,gps_fix,lat,lng,speed_kmph,date,time,sats,x_3857,y_3857,x_3857_generated,y_3857_generated,dist_along_m_generated
620248,2500,2500,2500,2500,2500,234,235.92,235.92,320.98,0,0,0,0,0,0,0,0,0,1375605.3832801871,5690072.606297265,778.4124444363407
621680,2500,2500,2500,2500,2500,235,235.19,235.19,320.3,0,0,0,0,0,0,0,0,0,1375605.4090373064,5690070.722978573,780.2972203308597
623164,534,2500,2500,2500,534,238,235.75,235.17,319.63,0,0,0,0,0,0,0,0,0,1375605.3567026076,5690068.838929409,782.1819962253787
624653,2500,2500,2500,2500,2500,232,235.39,235.17,318.96,0,0,0,0,0,0,0,0,0,1375605.3043679085,5690066.954880246,784.0667721198977
626091,2500,2500,2500,2500,2500,233,234.64,234.64,318.29,0,0,0,0,0,0,0,0,0,1375605.2520332094,5690065.070831082,785.9515480144166
627557,819,2500,2500,2500,819,237,234.97,234.58,317.62,0,0,0,0,0,0,0,0,0,1375605.2837344836,5690063.192378229,787.8363239089356
628970,2500,357,2500,2500,357,237,235.24,234.58,316.96,0,0,0,0,0,0,0,0,0,1375605.5854327446,5690061.331905619,789.7210998034546
630461,2500,2500,2500,21,21,233,234.81,234.58,316.31,0,0,0,0,0,0,0,0,0,1375605.8871310055,5690059.47143301,791.6058756979736
631901,2500,2500,2500,40,40,232,234.25,234.25,315.65,0,0,0,0,0,0,0,0,0,1375606.1888292667,5690057.6109604,793.4906515924926
633374,2500,2500,2500,39,39,232,233.71,233.71,315,0,0,0,0,0,0,0,0,0,1375606.4905275276,5690055.7504877895,795.3754274870116
634806,2500,2500,2500,13,13,231,232.96,232.96,314.35,0,0,0,0,0,0,0,0,0,1375606.7337213014,5690053.881617883,797.2602033815306
636344,2500,2500,55,30,30,232,232.27,232.27,313.7,0,0,0,0,0,0,0,0,0,1375606.9674989793,5690052.01139646,799.1449792760495
637789,2500,2500,51,72,51,231,231.57,231.57,313.04,0,0,0,0,0,0,0,0,0,1375607.2012766572,5690050.141175038,801.0297551705685
639293,2500,2500,2500,33,33,236,232.04,231.52,312.4,0,0,0,0,0,0,0,0,0,1375607.3730751767,5690048.273878533,802.9145310650875
640723,2500,2500,46,30,30,231,232.11,231.52,311.76,0,0,0,0,0,0,0,0,0,1375606.964209879,5690046.433984694,804.7993069596065
642186,2500,2500,2500,43,43,233,232.25,231.32,311.32,0,0,0,0,0,0,0,0,0,1375606.5553445814,5690044.594090854,806.6840828541254
643639,2500,2500,71,45,45,234,232.77,231.01,311.01,0,0,0,0,0,0,0,0,0,1375606.2232254231,5690042.738905644,808.5688587486444
645118,2500,2500,50,27,27,233,233.09,230.71,310.71,0,0,0,0,0,0,0,0,0,1375605.8956790152,5690040.882809331,810.4536346431635
646544,2500,2500,44,44,44,235,233.73,230.42,310.42,0,0,0,0,0,0,0,0,0,1375604.9721942816,5690039.297780047,812.3384105376824
648039,2500,2500,2500,37,37,232,233.68,230.12,310.12,0,0,0,0,0,0,0,0,0,1375603.3207236584,5690038.389471205,814.2231864322014
649455,2500,2500,2500,40,40,236,233.97,229.83,309.83,0,0,0,0,0,0,0,0,0,1375601.6692530352,5690037.481162362,816.1079623267204
650885,2500,2500,2500,33,33,233,234.12,229.55,309.55,0,0,0,0,0,0,0,0,0,1375599.913619152,5690036.88961722,817.9927382212394
652288,2500,2500,2500,37,37,235,234.72,229.27,309.27,0,0,0,0,0,0,0,0,0,1375598.045376699,5690036.640518225,819.8775141157583
653799,2500,2500,2500,21,21,241,235.72,229,309,0,0,0,0,0,0,0,0,0,1375596.1771342459,5690036.391419231,821.7622900102773
655230,2500,2500,2500,20,20,237,235.7,228.73,308.73,0,0,0,0,0,0,0,0,0,1375594.3104122188,5690036.131220402,823.6470659047964
656661,2500,2500,2500,32,32,235,235.11,228.46,308.46,0,0,0,0,0,0,0,0,0,1375592.4440004895,5690035.868756253,825.5318417993153
658125,2500,2500,2500,29,29,231,233.98,228.19,308.19,0,0,0,0,0,0,0,0,0,1375590.5775887605,5690035.606292103,827.4166176938343
659597,2500,2500,2500,37,37,228,232.66,227.92,307.92,0,0,0,0,0,0,0,0,0,1375588.7114963562,5690035.341708374,829.3013935883533
660992,2500,2500,2500,29,29,229,231.79,227.63,307.63,0,0,0,0,0,0,0,0,0,1375586.8505998724,5690035.042635725,831.1861694828723
662405,2500,2500,2500,25,25,233,231.12,227.34,307.34,0,0,0,0,0,0,0,0,0,1375584.989703389,5690034.743563076,833.0709453773912
663857,2500,2500,2500,28,28,224,229.32,227.04,307.04,0,0,0,0,0,0,0,0,0,1375583.1288069051,5690034.444490426,834.9557212719102
665310,2500,2500,2500,22,22,225,227.57,226.73,306.73,0,0,0,0,0,0,0,0,0,1375581.293134873,5690034.02327507,836.8404971664293
666735,2500,2500,2500,27,27,223,226.08,226.08,306.26,0,0,0,0,0,0,0,0,0,1375579.4660022585,5690033.560709851,838.7252730609482
668182,2500,2500,2500,33,33,221,224.75,224.75,305.61,0,0,0,0,0,0,0,0,0,1375577.638869644,5690033.098144632,840.6100489554672
669639,2500,2500,2500,22,22,220,223.34,223.34,304.96,0,0,0,0,0,0,0,0,0,1375575.8117370296,5690032.635579413,842.4948248499862
671061,2500,2500,2500,21,21,220,222.2,222.2,304.3,0,0,0,0,0,0,0,0,0,1375573.984604415,5690032.173014195,844.3796007445052
672501,2500,2500,2500,35,35,218,221.25,221.25,303.64,0,0,0,0,0,0,0,0,0,1375572.1634091004,5690031.687604817,846.2643766390241
673980,2500,2500,2500,13,13,220,220.45,220.45,302.98,0,0,0,0,0,0,0,0,0,1375570.3422727778,5690031.201968464,848.1491525335431
675439,2500,2500,2500,25,25,217,219.84,219.84,302.32,0,0,0,0,0,0,0,0,0,1375568.509270468,5690030.773946438,850.0339284280622
676948,2500,2500,2500,46,46,218,219.37,219.37,301.66,0,0,0,0,0,0,0,0,0,1375566.6444450878,5690030.500438716,851.9187043225811
678380,2500,2500,2500,19,19,219,218.83,218.81,301,0,0,0,0,0,0,0,0,0,1375564.7796197077,5690030.226930994,853.8034802171001
679864,2500,2500,2500,2500,2500,218,218.84,218.81,300.35,0,0,0,0,0,0,0,0,0,1375562.9147943275,5690029.953423271,855.6882561116191
681287,2500,2500,2500,34,34,219,219.14,218.81,299.7,0,0,0,0,0,0,0,0,0,1375561.0499689474,5690029.679915548,857.5730320061381
682787,2500,2500,2500,17,17,215,218.67,218.67,299.06,0,0,0,0,0,0,0,0,0,1375559.2643424037,5690029.092576503,859.457807900657
684274,2500,2500,2500,29,29,215,217.61,217.61,298.41,0,0,0,0,0,0,0,0,0,1375557.4930424134,5690028.448467415,861.342583795176
685703,2500,2500,2500,30,30,216,216.69,216.69,297.76,0,0,0,0,0,0,0,0,0,1375555.633365756,5690028.238823207,863.227359689695
687135,2500,2500,2500,41,41,213,215.93,215.93,297.11,0,0,0,0,0,0,0,0,0,1375553.7511949432,5690028.139761586,865.112135584214
688619,2500,2500,2500,17,17,213,215.58,215.58,296.46,0,0,0,0,0,0,0,0,0,1375551.9092862525,5690027.7995624775,866.996911478733
690073,2500,2500,2500,51,51,215,215.81,215.55,295.82,0,0,0,0,0,0,0,0,0,1375550.159359016,5690027.140296396,868.881687373252
691574,2500,2500,2500,2500,2500,213,215.25,215.25,295.27,0,0,0,0,0,0,0,0,0,1375548.9817910881,5690025.819919726,870.766463267771
693049,2500,2500,2500,27,27,216,215.1,214.86,294.86,0,0,0,0,0,0,0,0,0,1375548.712910115,5690023.985503542,872.6512391622899
694563,2500,2500,52,23,23,214,215.06,214.54,294.54,0,0,0,0,0,0,0,0,0,1375548.8304792054,5690022.104398102,874.5360150568089
696024,2500,2500,2500,14,14,216,215.3,214.23,294.23,0,0,0,0,0,0,0,0,0,1375548.948048296,5690020.22329266,876.420790951328
697532,2500,2500,2500,44,44,220,215.98,213.92,293.92,0,0,0,0,0,0,0,0,0,1375549.02682249,5690018.340404851,878.3055668458469
698996,2500,2500,2500,12,12,216,215.57,213.61,293.61,0,0,0,0,0,0,0,0,0,1375549.0822331137,5690016.456443643,880.1903427403658
700425,2500,2500,2500,18,18,215,215.3,213.31,293.31,0,0,0,0,0,0,0,0,0,1375549.1376437375,5690014.572482434,882.0751186348849
701950,2500,2500,2500,24,24,212,214.11,213,293,0,0,0,0,0,0,0,0,0,1375549.1930543613,5690012.688521226,883.9598945294039
703424,2500,2500,2500,38,38,211,212.95,212.68,292.68,0,0,0,0,0,0,0,0,0,1375549.4461751007,5690010.8264550865,885.8446704239228
704906,2500,2500,191,33,33,212,211.97,211.97,292.06,0,0,0,0,0,0,0,0,0,1375549.8043238097,5690008.97602009,887.7294463184418
706353,2500,2500,2500,19,19,210,211.68,211.65,291.65,0,0,0,0,0,0,0,0,0,1375550.1624725184,5690007.125585094,889.6142222129608
707845,2500,2500,2500,31,31,211,211.11,211.09,291.09,0,0,0,0,0,0,0,0,0,1375550.5206212273,5690005.275150098,891.4989981074798
709276,2500,2500,175,25,25,208,210.14,210.14,290.45,0,0,0,0,0,0,0,0,0,1375550.816706632,5690003.413812603,893.3837740019987
710768,2500,2500,2500,17,17,207,209.29,209.29,289.8,0,0,0,0,0,0,0,0,0,1375551.1106611309,5690001.552100776,895.2685498965178
712279,2500,2500,2500,12,12,211,209.2,209,289.16,0,0,0,0,0,0,0,0,0,1375551.40461563,5689999.69038895,897.1533257910368
713671,2500,2500,82,34,34,210,209.33,208.76,288.76,0,0,0,0,0,0,0,0,0,1375551.6985701288,5689997.8286771225,899.0381016855557
715175,2500,2500,2500,17,17,212,209.66,208.45,288.45,0,0,0,0,0,0,0,0,0,1375552.0471675843,5689995.977340294,900.9228775800747
716627,2500,2500,2500,24,24,205,209.16,208.13,288.13,0,0,0,0,0,0,0,0,0,1375552.456032882,5689994.137446455,902.8076534745937
718060,2500,2500,2500,27,27,208,208.67,207.82,287.82,0,0,0,0,0,0,0,0,0,1375552.8648981794,5689992.297552615,904.6924293691127
719520,2500,2500,2500,36,36,209,208.54,207.51,287.51,0,0,0,0,0,0,0,0,0,1375553.273763477,5689990.457658775,906.5772052636316
720978,2500,2500,2500,40,40,209,208.83,207.2,287.2,0,0,0,0,0,0,0,0,0,1375553.7226606905,5689988.6294376915,908.4619811581507
722433,2500,2500,2500,16,16,209,209.29,206.9,286.9,0,0,0,0,0,0,0,0,0,1375554.3667697778,5689986.858137701,910.3467570526697
723963,2500,2500,2500,14,14,206,208.55,206.59,286.59,0,0,0,0,0,0,0,0,0,1375555.0108788654,5689985.086837711,912.2315329471886
725449,219,2500,933,31,31,206,208.09,206.29,286.29,0,0,0,0,0,0,0,0,0,1375555.7419052143,5689983.3529236,914.1163088417076
726898,2500,2500,88,25,25,210,208.04,205.98,285.98,0,0,0,0,0,0,0,0,0,1375555.72970446,5689981.805892119,916.0010847362266
728408,2500,2500,2500,2500,2500,201,206.28,205.67,285.67,0,0,0,0,0,0,0,0,0,1375554.0945848345,5689980.928565629,917.8858606307456
729835,2500,2500,2500,42,42,201,204.27,204.27,285.13,0,0,0,0,0,0,0,0,0,1375552.3491082788,5689980.2174455505,919.7706365252645
731274,467,2500,2500,33,33,196,202.06,202.06,284.48,0,0,0,0,0,0,0,0,0,1375550.603631723,5689979.506325472,921.6554124197835
732671,2500,2500,2500,32,32,197,200.45,200.45,283.81,0,0,0,0,0,0,0,0,0,1375548.8144752742,5689978.977636196,923.5401883143026
734112,2500,2500,2500,17,17,193,198.4,198.4,283.13,0,0,0,0,0,0,0,0,0,1375546.9362098514,5689978.821114077,925.4249642088215
735584,2500,2500,2500,38,38,188,195.77,195.77,282.45,0,0,0,0,0,0,0,0,0,1375546.6473600212,5689977.075176366,927.3097401033405
737051,2500,2500,2500,23,23,189,193.6,193.6,281.74,0,0,0,0,0,0,0,0,0,1375546.920050333,5689975.257847353,929.1945159978595
738539,2500,2500,2500,34,34,183,190.84,190.84,281.03,0,0,0,0,0,0,0,0,0,1375547.5931744205,5689973.497368971,931.0792918923785
740035,2500,2500,2500,26,26,184,188.4,188.4,280.3,0,0,0,0,0,0,0,0,0,1375548.4920019058,5689971.873560446,932.9640677868974
741483,2500,2500,2500,28,28,182,186.36,186.36,279.55,0,0,0,0,0,0,0,0,0,1375549.74009635,5689970.461243049,934.8488436814164
742977,2500,2500,424,28,28,180,185,185,278.8,0,0,0,0,0,0,0,0,0,1375550.9881907941,5689969.048925652,936.7336195759354
744487,2500,2500,315,28,28,184,184.3,184.3,278.05,0,0,0,0,0,0,0,0,0,1375552.2348263776,5689967.635349697,938.6183954704544
745982,2500,2500,2500,32,32,178,182.96,182.96,277.3,0,0,0,0,0,0,0,0,0,1375553.4488779039,5689966.19366351,940.5031713649734
747443,2500,2500,2500,19,19,176,181,181,276.53,0,0,0,0,0,0,0,0,0,1375554.4137001783,5689964.59318342,942.3879472594924
748889,2500,2500,2500,11,11,176,179.45,179.45,275.76,0,0,0,0,0,0,0,0,0,1375555.207400618,5689962.883674782,944.2727231540114
750350,2500,2500,2500,41,41,174,177.97,177.97,274.99,0,0,0,0,0,0,0,0,0,1375555.626636827,5689961.057220939,946.1574990485303
751780,2500,2500,1146,46,46,175,176.94,176.94,274.21,0,0,0,0,0,0,0,0,0,1375555.2185328836,5689959.27713061,948.0422749430493
753266,2500,2500,2500,40,40,172,176.06,176.06,273.43,0,0,0,0,0,0,0,0,0,1375553.6947279025,5689958.169757481,949.9270508375683
754664,2500,2500,2500,50,50,174,175.32,175.32,272.65,0,0,0,0,0,0,0,0,0,1375551.9314405,5689957.504026523,951.8118267320873
756146,2500,2500,2500,12,12,168,173.88,173.88,271.87,0,0,0,0,0,0,0,0,0,1375550.1681530976,5689956.838295564,953.6966026266062
757594,2500,2500,2500,2500,2500,163,171.06,171.06,271.07,0,0,0,0,0,0,0,0,0,1375548.404865695,5689956.172564606,955.5813785211253
759031,2500,2500,2500,2500,2500,159,167.63,167.63,270.26,0,0,0,0,0,0,0,0,0,1375546.6415782925,5689955.506833647,957.4661544156443
760520,2500,2500,2500,2500,2500,158,164.62,164.62,269.43,0,0,0,0,0,0,0,0,0,1375544.87829089,5689954.8411026895,959.3509303101632
761913,2500,2500,2500,2500,2500,161,162.62,162.62,268.58,0,0,0,0,0,0,0,0,0,1375543.1150034876,5689954.175371732,961.2357062046822
763324,2500,2500,43,2500,43,154,160.47,160.47,267.72,0,0,0,0,0,0,0,0,0,1375541.3783881518,5689953.443259958,963.1204820992012
764791,2500,2500,2500,31,31,149,157.36,157.36,266.85,0,0,0,0,0,0,0,0,0,1375539.6446897523,5689952.703888581,965.0052579937202
766301,2500,2500,2500,2500,2500,145,153.65,153.65,265.96,0,0,0,0,0,0,0,0,0,1375537.9109913525,5689951.964517205,966.8900338882391
767772,2500,2500,2500,2500,2500,144,150.63,150.63,265.05,0,0,0,0,0,0,0,0,0,1375536.177292953,5689951.225145829,968.7748097827582
769173,2500,2500,2500,2500,2500,144,148.11,148.11,264.13,0,0,0,0,0,0,0,0,0,1375534.4080354222,5689950.581095356,970.6595856772772
770602,2500,2500,2500,2500,2500,143,146.21,146.21,263.19,0,0,0,0,0,0,0,0,0,1375532.613674939,5689950.004336629,972.5443615717961
772052,2500,2500,2500,2500,2500,146,145.83,145.79,262.25,0,0,0,0,0,0,0,0,0,1375530.8193144558,5689949.427577902,974.4291374663151
773466,2500,2500,2500,2500,2500,146,146.49,145.79,261.33,0,0,0,0,0,0,0,0,0,1375529.025002294,5689948.8506689835,976.3139133608341
774922,2500,2500,2500,2500,2500,139,145.04,145.04,260.41,0,0,0,0,0,0,0,0,0,1375527.2309584597,5689948.272926054,978.1986892553531
776354,2500,2500,2500,60,60,137,142.17,142.17,259.48,0,0,0,0,0,0,0,0,0,1375525.4369146253,5689947.695183123,980.083465149872
777837,2500,2500,2500,2500,2500,134,139.21,139.21,258.52,0,0,0,0,0,0,0,0,0,1375523.642870791,5689947.117440194,981.9682410443911
779364,2500,2500,2500,2500,2500,136,137.86,137.86,257.56,0,0,0,0,0,0,0,0,0,1375521.8644717236,5689946.4947796445,983.8530169389101
780813,2500,2500,2500,2500,2500,136,137.2,137.2,256.61,0,0,0,0,0,0,0,0,0,1375520.1114014906,5689945.812661638,985.737792833429
782257,2500,2500,2500,2500,2500,133,136.32,136.32,255.65,0,0,0,0,0,0,0,0,0,1375518.773001815,5689944.520642334,987.622568727948
783671,2500,2500,2500,2500,2500,135,135.53,135.53,254.69,0,0,0,0,0,0,0,0,0,1375517.979678751,5689942.836626086,989.507344622467
785116,2500,2500,495,2500,495,136,135.29,135.13,253.74,0,0,0,0,0,0,0,0,0,1375518.1299806235,5689940.957852678,991.392120516986
786548,2500,2500,2500,2500,2500,135,135.97,135.13,252.8,0,0,0,0,0,0,0,0,0,1375518.3283762075,5689939.0839267885,993.2768964115049
788051,2500,2500,2500,2500,2500,136,136.37,135.14,251.87,0,0,0,0,0,0,0,0,0,1375518.55602366,5689937.212949287,995.161672306024
789485,2500,2500,2500,2500,2500,129,134.99,134.99,250.95,0,0,0,0,0,0,0,0,0,1375518.7836711127,5689935.341971786,997.046448200543
790867,2500,2500,2500,2500,2500,125,132.27,132.27,250.01,0,0,0,0,0,0,0,0,0,1375519.0113185653,5689933.470994284,998.9312240950619
792360,2500,2500,2500,4,4,128,130.4,130.4,249.06,0,0,0,0,0,0,0,0,0,1375519.238966018,5689931.600016784,1000.8159999895809
793813,2500,2500,2500,29,29,129,129.45,129.45,248.11,0,0,0,0,0,0,0,0,0,1375519.4666134706,5689929.729039283,1002.7007758840999
795247,2500,2500,2500,28,28,128,129.23,129.19,247.16,0,0,0,0,0,0,0,0,0,1375519.6942609234,5689927.858061781,1004.5855517786189
796693,311,2500,2500,30,30,129,129.56,129.19,246.22,0,0,0,0,0,0,0,0,0,1375519.921908376,5689925.98708428,1006.4703276731378
798102,2500,2500,2500,32,32,128,129.57,129.2,245.29,0,0,0,0,0,0,0,0,0,1375520.1495558287,5689924.116106779,1008.3551035676569
799568,2500,2500,2500,27,27,126,129,129,244.37,0,0,0,0,0,0,0,0,0,1375520.3772032813,5689922.245129278,1010.2398794621758
801013,2500,2500,2500,31,31,122,127.44,127.44,243.44,0,0,0,0,0,0,0,0,0,1375520.604850734,5689920.374151777,1012.1246553566948
802481,2500,2500,57,14,14,121,125.13,125.13,242.5,0,0,0,0,0,0,0,0,0,1375520.8324981865,5689918.503174275,1014.0094312512138
803945,2500,2500,39,21,21,122,123.63,123.63,241.56,0,0,0,0,0,0,0,0,0,1375521.0601456393,5689916.632196775,1015.8942071457328
805378,2500,2500,2500,8,8,123,122.77,122.74,240.61,0,0,0,0,0,0,0,0,0,1375521.287793092,5689914.761219273,1017.7789830402518
806874,2500,2500,2500,55,55,123,123.04,122.69,239.67,0,0,0,0,0,0,0,0,0,1375521.5154405446,5689912.890241772,1019.6637589347707
808325,2500,2500,52,40,40,126,123.98,122.7,238.75,0,0,0,0,0,0,0,0,0,1375521.6884429117,5689911.017716007,1021.5485348292897
809770,468,2500,47,2500,47,122,123.99,122.71,237.83,0,0,0,0,0,0,0,0,0,1375521.567096746,5689909.13685044,1023.4333107238087
811264,2500,2500,54,57,54,115,121.77,121.77,236.92,0,0,0,0,0,0,0,0,0,1375521.4457505804,5689907.2559848735,1025.3180866183277
812747,2500,2500,57,2500,57,115,119.3,119.3,235.98,0,0,0,0,0,0,0,0,0,1375521.3244044147,5689905.375119306,1027.2028625128467
814198,2500,2500,68,79,68,119,118.47,118.41,235.05,0,0,0,0,0,0,0,0,0,1375521.3635782527,5689903.496826047,1029.0876384073656
815646,2500,2500,51,59,51,121,118.71,118.33,234.12,0,0,0,0,0,0,0,0,0,1375521.5451277732,5689901.620814335,1030.9724143018846
817126,2500,2500,2500,2500,2500,121,119.58,118.33,233.2,0,0,0,0,0,0,0,0,0,1375521.726677294,5689899.744802622,1032.8571901964037
818532,2500,2500,2500,80,80,122,120.59,118.35,232.3,0,0,0,0,0,0,0,0,0,1375521.9082268144,5689897.868790911,1034.7419660909227
820031,2500,2500,45,31,31,113,119.2,118.36,231.41,0,0,0,0,0,0,0,0,0,1375521.9770156587,5689895.98567282,1036.6267419854416
821482,2500,2500,64,53,53,112,116.72,116.72,230.5,0,0,0,0,0,0,0,0,0,1375522.0324262825,5689894.101711612,1038.5115178799606
822950,2500,2500,2500,33,33,115,115.82,115.82,229.59,0,0,0,0,0,0,0,0,0,1375522.0878369063,5689892.217750404,1040.3962937744795
824436,2500,2500,67,21,21,119,116.34,115.82,228.68,0,0,0,0,0,0,0,0,0,1375522.14324753,5689890.333789195,1042.2810696689985
825884,2500,2500,116,85,85,120,117.19,115.83,227.79,0,0,0,0,0,0,0,0,0,1375522.5119819283,5689888.487687294,1044.1658455635175
827300,2500,2500,2500,60,60,120,118.18,115.84,226.91,0,0,0,0,0,0,0,0,0,1375522.9068973036,5689886.644748875,1046.0506214580366
828788,2500,2500,85,87,85,119,119.1,115.87,226.05,0,0,0,0,0,0,0,0,0,1375523.3018126793,5689884.8018104555,1047.9353973525556
830277,2500,2500,576,30,30,122,119.79,115.9,225.2,0,0,0,0,0,0,0,0,0,1375523.0840414213,5689883.004194399,1049.8201732470745
831706,2500,505,597,60,60,122,120.32,115.93,224.36,0,0,0,0,0,0,0,0,0,1375521.7663859553,5689881.920031239,1051.7049491415935
833209,2500,719,68,96,68,123,120.85,115.97,223.53,0,0,0,0,0,0,0,0,0,1375519.9842103377,5689881.308547739,1053.5897250361124
834718,66,2500,522,87,66,122,121.73,116.01,222.72,0,0,0,0,0,0,0,0,0,1375518.2518279415,5689880.566098141,1055.4745009306314
836248,2500,2500,541,88,88,123,122.5,116.06,221.92,0,0,0,0,0,0,0,0,0,1375516.4711480697,5689880.022368879,1057.3592768251503
837756,2500,2500,846,86,86,121,122.53,116.11,221.13,0,0,0,0,0,0,0,0,0,1375514.5912483116,5689879.886880607,1059.2440527196695
839246,911,418,2500,38,38,118,121.43,116.16,220.34,0,0,0,0,0,0,0,0,0,1375512.7113485534,5689879.751392337,1061.1288286141885
840748,2500,673,69,49,49,105,117.72,116.19,219.53,0,0,0,0,0,0,0,0,0,1375510.831448795,5689879.615904066,1063.0136045087074
842256,2500,681,50,85,50,104,112.97,112.97,218.7,0,0,0,0,0,0,0,0,0,1375508.951549037,5689879.480415795,1064.8983804032264
843721,2500,968,171,96,96,98,109.13,109.13,217.84,0,0,0,0,0,0,0,0,0,1375507.0716492787,5689879.344927524,1066.7831562977453
845196,2500,729,675,41,41,104,106.44,106.44,216.95,0,0,0,0,0,0,0,0,0,1375505.1917495204,5689879.209439253,1068.6679321922643
846696,2500,899,906,67,67,109,106.37,106.08,216.07,0,0,0,0,0,0,0,0,0,1375503.3142306204,5689879.32841455,1070.5527080867832
848196,2500,859,660,39,39,113,108.43,106.09,215.2,0,0,0,0,0,0,0,0,0,1375501.4371951115,5689879.499054141,1072.4374839813024
849705,2500,2500,2500,36,36,121,111.8,106.13,214.37,0,0,0,0,0,0,0,0,0,1375499.5601596024,5689879.669693734,1074.3222598758214
851216,2500,2500,732,65,65,120,114.8,106.19,213.57,0,0,0,0,0,0,0,0,0,1375497.678717417,5689879.7106540045,1076.2070357703403
852721,2500,2500,2500,24,24,123,116.9,106.27,212.79,0,0,0,0,0,0,0,0,0,1375495.7944281048,5689879.667829248,1078.0918116648593
854258,2500,2500,638,24,24,125,119.11,106.36,212.03,0,0,0,0,0,0,0,0,0,1375493.9101387924,5689879.625004491,1079.9765875593782
855766,2500,548,735,49,49,123,120.76,106.47,211.3,0,0,0,0,0,0,0,0,0,1375492.02584948,5689879.582179734,1081.8613634538972
857234,2500,2500,2500,28,28,124,121.53,106.59,210.58,0,0,0,0,0,0,0,0,0,1375490.1415601675,5689879.539354976,1083.7461393484161
858735,2500,2500,2500,53,53,123,121.85,106.71,209.88,0,0,0,0,0,0,0,0,0,1375488.2589295493,5689879.458878733,1085.6309152429353
860166,2500,2500,2500,52,52,122,121.58,106.83,209.17,0,0,0,0,0,0,0,0,0,1375486.3781740332,5689879.335838653,1087.5156911374543
861630,14,2500,2500,27,14,120,121.09,106.95,208.47,0,0,0,0,0,0,0,0,0,1375484.4974185172,5689879.212798572,1089.4004670319732
863137,31,2500,2500,29,29,119,120.05,107.05,207.77,0,0,0,0,0,0,0,0,0,1375482.616663001,5689879.089758492,1091.2852429264922
864630,22,2500,2500,29,22,121,120.23,107.16,207.07,0,0,0,0,0,0,0,0,0,1375480.735907485,5689878.966718411,1093.1700188210111
866103,2500,2500,2500,20,20,125,121.16,107.26,206.38,0,0,0,0,0,0,0,0,0,1375478.855151969,5689878.843678331,1095.05479471553
867557,2500,2500,2500,30,30,126,122.51,107.38,205.71,0,0,0,0,0,0,0,0,0,1375476.973632347,5689878.738495592,1096.939570610049
869045,2500,2500,2500,30,30,127,124.05,107.51,205.05,0,0,0,0,0,0,0,0,0,1375475.0892409438,5689878.700427079,1098.8243465045682
870528,2500,2500,2500,28,28,126,124.79,107.65,204.41,0,0,0,0,0,0,0,0,0,1375473.2048495403,5689878.662358566,1100.7091223990872
871967,2500,2500,2500,33,33,117,123.28,107.78,203.77,0,0,0,0,0,0,0,0,0,1375471.320458137,5689878.624290053,1102.5938982936061
873454,2500,2500,2500,25,25,117,120.87,107.89,203.11,0,0,0,0,0,0,0,0,0,1375469.4360667337,5689878.586221539,1104.478674188125
874955,2500,2500,2500,27,27,118,119.75,107.99,202.45,0,0,0,0,0,0,0,0,0,1375467.5516753304,5689878.548153026,1106.363450082644
876396,971,516,2500,43,43,116,118.92,108.08,201.79,0,0,0,0,0,0,0,0,0,1375465.679253116,5689878.386722891,1108.248225977163
877860,2500,2500,2500,35,35,116,118.09,108.16,201.12,0,0,0,0,0,0,0,0,0,1375463.8226914362,5689878.0618245965,1110.133001871682
879343,2500,2500,2500,42,42,116,117.86,108.24,200.46,0,0,0,0,0,0,0,0,0,1375461.96457432,5689877.75093807,1112.017777766201
880854,2500,2500,2500,41,41,108,115.38,108.3,199.79,0,0,0,0,0,0,0,0,0,1375460.0819573135,5689877.660752824,1113.90255366072
882338,2500,2500,2500,38,38,105,112.19,108.35,199.1,0,0,0,0,0,0,0,0,0,1375458.1993403067,5689877.570567578,1115.787329555239
883829,2500,2500,118,40,40,106,109.82,108.36,198.4,0,0,0,0,0,0,0,0,0,1375456.3167233,5689877.480382333,1117.672105449758
885336,412,2500,69,35,35,110,109.5,108.37,197.69,0,0,0,0,0,0,0,0,0,1375454.4341062931,5689877.390197086,1119.556881344277
886845,2500,2500,57,38,38,107,108.61,108.38,196.98,0,0,0,0,0,0,0,0,0,1375452.5514892866,5689877.300011841,1121.4416572387959
888207,2500,2500,83,34,34,102,107.03,107.03,196.27,0,0,0,0,0,0,0,0,0,1375450.6688722798,5689877.209826594,1123.3264331333148
889295,2500,2500,77,44,44,105,105.95,105.95,195.55,0,0,0,0,0,0,0,0,0,1375448.786255273,5689877.119641349,1125.211209027834
890320,2500,2500,77,41,41,109,106.53,105.95,195.19,0,0,0,0,0,0,0,0,0,1375446.9036382663,5689877.029456102,1127.095984922353
891458,2500,2500,79,40,40,113,108.53,105.97,194.5,0,0,0,0,0,0,0,0,0,1375445.0210212597,5689876.939270857,1128.980760816872
892669,2500,2500,96,39,39,106,108.29,105.99,193.64,0,0,0,0,0,0,0,0,0,1375443.1384987154,5689876.905153522,1130.8655367113909
893869,2500,2500,2500,39,39,109,108.31,106.01,192.96,0,0,0,0,0,0,0,0,0,1375441.256196281,5689877.001681852,1132.7503126059098
894873,441,2500,53,2500,53,113,109.5,106.03,192.46,0,0,0,0,0,0,0,0,0,1375439.3738786366,5689877.094524173,1134.6350885004288
