ms,d0,d1,d2,d3,minD,gsr_raw,gsr_filt,gsr_minDyn,gsr_maxDyn,gps_fix,lat,lng,speed_kmph,date,time,sats,x_3857,y_3857,x_3857_generated,y_3857_generated,dist_along_m_generated
1251795,755,2500,2500,2500,755,136,134.82,82.23,162.23,0,0,0,0,0,0,0,0,0,1374981.646101708,5689811.009070358,1598.289958552099
1253283,2500,2500,2500,2500,2500,141,136.15,82.34,162.34,0,0,0,0,0,0,0,0,0,1374979.8011724262,5689810.623562747,1600.174734446618
1254748,2500,2500,2500,2500,2500,144,138.72,82.46,162.46,0,0,0,0,0,0,0,0,0,1374977.9562431446,5689810.238055136,1602.059510341137
1256230,2500,2500,2500,2500,2500,147,141.17,82.6,162.6,0,0,0,0,0,0,0,0,0,1374976.111313863,5689809.852547525,1603.9442862356561
1257662,2500,2500,2500,2500,2500,131,139.59,82.74,162.74,0,0,0,0,0,0,0,0,0,1374974.2663845813,5689809.467039914,1605.829062130175
1259098,2500,2500,2500,2500,2500,135,138.03,82.87,162.87,0,0,0,0,0,0,0,0,0,1374972.4214552997,5689809.081532303,1607.713838024694
1260553,2500,2500,2500,2500,2500,135,136.9,82.98,162.98,0,0,0,0,0,0,0,0,0,1374970.5765260179,5689808.696024692,1609.598613919213
1262063,2500,2500,2500,2500,2500,134,135.9,83.09,163.09,0,0,0,0,0,0,0,0,0,1374968.7315967362,5689808.310517081,1611.483389813732
1263475,2500,2500,2500,2500,2500,139,136.27,83.19,163.19,0,0,0,0,0,0,0,0,0,1374966.8866674546,5689807.9250094695,1613.368165708251
1264929,111,2500,2500,2500,111,141,137.74,83.3,163.3,0,0,0,0,0,0,0,0,0,1374965.041738173,5689807.539501859,1615.2529416027699
1266358,2500,2500,2500,2500,2500,131,136.03,83.41,163.41,0,0,0,0,0,0,0,0,0,1374963.1968088914,5689807.153994247,1617.1377174972888
1267763,2500,2500,2500,2500,2500,138,136.01,83.51,163.51,0,0,0,0,0,0,0,0,0,1374961.3518796095,5689806.768486637,1619.022493391808
1269263,2500,2500,2500,2500,2500,143,138.02,83.62,163.62,0,0,0,0,0,0,0,0,0,1374959.506950328,5689806.382979025,1620.907269286327
1270696,2500,2500,2500,2500,2500,146,140.37,83.75,163.75,0,0,0,0,0,0,0,0,0,1374957.6620210463,5689805.9974714145,1622.792045180846
1272124,2500,2500,2500,2500,2500,138,140.39,83.88,163.88,0,0,0,0,0,0,0,0,0,1374955.8193224443,5689805.601934514,1624.6768210753648
1273593,2500,2500,2500,2500,2500,137,139.56,84.01,164.01,0,0,0,0,0,0,0,0,0,1374953.9849199015,5689805.169097958,1626.5615969698838
1275012,2500,2500,46,2500,46,141,139.75,84.13,164.13,0,0,0,0,0,0,0,0,0,1374952.1505173587,5689804.736261403,1628.4463728644027
1276475,2500,2500,2500,2500,2500,137,139.53,84.26,164.26,0,0,0,0,0,0,0,0,0,1374950.3161148157,5689804.303424848,1630.3311487589217
1277961,2500,2500,687,2500,687,132,137.12,84.37,164.37,0,0,0,0,0,0,0,0,0,1374948.4817122729,5689803.870588293,1632.2159246534409
1279409,2500,788,2500,2500,788,131,134.95,84.46,164.46,0,0,0,0,0,0,0,0,0,1374946.64730973,5689803.437751738,1634.1007005479598
1280843,2500,2500,2500,2500,2500,132,133.29,84.53,164.53,0,0,0,0,0,0,0,0,0,1374944.8129071873,5689803.004915183,1635.9854764424788
1282245,2500,2500,2500,2500,2500,140,134.49,84.61,164.61,0,0,0,0,0,0,0,0,0,1374942.9785046445,5689802.572078628,1637.8702523369977
1283683,2500,2500,2500,543,543,132,134.74,84.69,164.69,0,0,0,0,0,0,0,0,0,1374941.1441021014,5689802.1392420735,1639.7550282315167
1285094,2500,2500,2500,2500,2500,129,132.95,84.76,164.76,0,0,0,0,0,0,0,0,0,1374939.3096995587,5689801.706405518,1641.6398041260356
1286545,2500,2500,2500,2500,2500,136,133.05,84.82,164.82,0,0,0,0,0,0,0,0,0,1374937.4752970159,5689801.273568963,1643.5245800205546
1288013,814,2500,2500,2500,814,139,134.36,84.9,164.9,0,0,0,0,0,0,0,0,0,1374935.6344974851,5689800.869744786,1645.4093559150738
1289511,2500,2500,2500,2500,2500,140,136.25,84.98,164.98,0,0,0,0,0,0,0,0,0,1374933.7881659288,5689800.491010108,1647.2941318095927
1290984,2500,2500,2500,2500,2500,131,136.17,85.07,165.07,0,0,0,0,0,0,0,0,0,1374931.9418343725,5689800.112275429,1649.1789077041117
1292452,2500,2500,2500,2500,2500,124,132.56,85.15,165.15,0,0,0,0,0,0,0,0,0,1374930.0955028161,5689799.733540751,1651.0636835986306
1293895,2500,2500,2500,2500,2500,131,131.09,85.19,165.19,0,0,0,0,0,0,0,0,0,1374928.2491712596,5689799.354806073,1652.9484594931496
1295347,2500,2500,2500,2500,2500,138,132.74,85.25,165.25,0,0,0,0,0,0,0,0,0,1374926.4028397033,5689798.976071395,1654.8332353876685
1296811,2500,2500,2500,24,24,125,132.46,85.31,165.31,0,0,0,0,0,0,0,0,0,1374924.556508147,5689798.597336717,1656.7180112821875
1298277,2500,2500,2500,2500,2500,127,129.86,85.35,165.35,0,0,0,0,0,0,0,0,0,1374922.7101765906,5689798.218602038,1658.6027871767067
1299779,2500,2500,2500,2500,2500,135,130.57,85.39,165.39,0,0,0,0,0,0,0,0,0,1374920.8638450343,5689797.83986736,1660.4875630712256
1301203,2500,2500,2500,2500,2500,133,131.37,85.44,165.44,0,0,0,0,0,0,0,0,0,1374919.0141905798,5689797.479180263,1662.3723389657446
1302675,2500,2500,2500,2500,2500,134,132.68,85.49,165.49,0,0,0,0,0,0,0,0,0,1374917.1540432766,5689797.175482745,1664.2571148602635
1304082,2500,2500,2500,2500,2500,130,132.53,85.55,165.55,0,0,0,0,0,0,0,0,0,1374915.2938959734,5689796.871785226,1666.1418907547825
1305557,2500,2500,2500,2500,2500,132,131.63,85.6,165.6,0,0,0,0,0,0,0,0,0,1374913.4337486702,5689796.568087707,1668.0266666493014
1307024,2500,2500,2500,2500,2500,134,132.22,85.65,165.65,0,0,0,0,0,0,0,0,0,1374911.573601367,5689796.264390188,1669.9114425438204
1308449,2500,2500,2500,115,115,138,133.79,85.71,165.71,0,0,0,0,0,0,0,0,0,1374909.7134540637,5689795.96069267,1671.7962184383396
1309896,2500,2500,2500,2500,2500,139,135.18,85.78,165.78,0,0,0,0,0,0,0,0,0,1374907.8731819652,5689795.566842944,1673.6809943328585
1311344,2500,2500,513,2500,513,141,136.69,85.86,165.86,0,0,0,0,0,0,0,0,0,1374906.0577727947,5689795.060217129,1675.5657702273775
1312815,2500,2500,2500,2500,2500,142,138.21,85.96,165.96,0,0,0,0,0,0,0,0,0,1374904.2423636243,5689794.553591315,1677.4505461218964
1314262,2500,2500,2500,2500,2500,140,138.88,86.06,166.06,0,0,0,0,0,0,0,0,0,1374902.4269544538,5689794.046965499,1679.3353220164154
1315734,2500,2500,2500,2500,2500,142,139.31,86.16,166.16,0,0,0,0,0,0,0,0,0,1374900.6115452833,5689793.540339684,1681.2200979109343
1317217,2500,2500,2500,2500,2500,137,139.74,86.27,166.27,0,0,0,0,0,0,0,0,0,1374899.0069406857,5689792.767658932,1683.1048738054533
1318664,743,2500,2500,2500,743,141,139.34,86.38,166.38,0,0,0,0,0,0,0,0,0,1374898.0986318432,5689791.116188309,1684.9896496999725
1320117,2500,2500,2500,31,31,133,138.26,86.47,166.47,0,0,0,0,0,0,0,0,0,1374897.1903230005,5689789.464717686,1686.8744255944914
1321569,2500,2500,959,2500,959,135,136.92,86.56,166.56,0,0,0,0,0,0,0,0,0,1374897.4562547638,5689787.907599825,1688.7592014890104
1323065,2500,2500,2500,2500,2500,137,136.67,86.64,166.64,0,0,0,0,0,0,0,0,0,1374898.6166058136,5689786.422350481,1690.6439773835293
1324530,2500,2500,2500,2500,2500,142,137.93,86.73,166.73,0,0,0,0,0,0,0,0,0,1374899.7769568635,5689784.937101138,1692.5287532780483
1326015,94,2500,2500,2500,94,134,138.39,86.82,166.82,0,0,0,0,0,0,0,0,0,1374900.9373079133,5689783.451851794,1694.4135291725672
1327487,2500,2500,2500,2500,2500,124,134.19,86.89,166.89,0,0,0,0,0,0,0,0,0,1374902.0976589632,5689781.966602449,1696.2983050670862
1328958,2500,2500,2500,2500,2500,128,131.52,86.94,166.94,0,0,0,0,0,0,0,0,0,1374903.305227847,5689780.519750013,1698.1830809616054
1330413,2500,276,2500,2500,276,133,131.44,86.97,166.97,0,0,0,0,0,0,0,0,0,1374904.522684213,5689779.080937944,1700.0678568561243
1331851,2500,2500,2500,2500,2500,112,127.64,87,167,0,0,0,0,0,0,0,0,0,1374905.740140579,5689777.642125876,1701.9526327506433
1333297,2500,2500,2500,2500,2500,122,124.13,86.98,166.98,0,0,0,0,0,0,0,0,0,1374906.957596945,5689776.203313807,1703.8374086451622
1334818,2500,2500,2500,34,34,132,125.74,86.96,166.96,0,0,0,0,0,0,0,0,0,1374908.5063883069,5689775.150613595,1705.7221845396812
1336309,2500,2500,2500,37,37,121,125.24,86.95,166.95,0,0,0,0,0,0,0,0,0,1374910.113350595,5689774.1657012245,1707.6069604342001
1337809,2500,2500,2500,30,30,128,125.81,86.94,166.94,0,0,0,0,0,0,0,0,0,1374911.7203128831,5689773.180788854,1709.491736328719
1339240,2500,2500,2500,30,30,130,127.84,86.94,166.94,0,0,0,0,0,0,0,0,0,1374913.3272751714,5689772.195876484,1711.3765122232383
1340687,2500,2500,2500,32,32,128,127.54,86.95,166.95,0,0,0,0,0,0,0,0,0,1374914.9342374594,5689771.2109641135,1713.2612881177572
1342142,2500,2500,2500,29,29,132,128.39,86.95,166.95,0,0,0,0,0,0,0,0,0,1374916.5411997477,5689770.226051743,1715.1460640122762
1343598,216,2500,2500,331,216,135,130.59,86.98,166.98,0,0,0,0,0,0,0,0,0,1374918.1481620357,5689769.241139373,1717.030839906795
1345058,2500,2500,2500,50,50,133,131.9,87.01,167.01,0,0,0,0,0,0,0,0,0,1374919.755124324,5689768.2562270025,1718.915615801314
1346525,2500,127,2500,2500,127,135,132.05,87.05,167.05,0,0,0,0,0,0,0,0,0,1374921.3942191135,5689767.330041584,1720.800391695833
1347976,2500,2500,2500,2500,2500,122,129.8,87.08,167.08,0,0,0,0,0,0,0,0,0,1374923.0901670523,5689766.507763795,1722.685167590352
1349393,2500,844,2500,29,29,123,127.54,87.09,167.09,0,0,0,0,0,0,0,0,0,1374924.7861149912,5689765.685486007,1724.5699434848711
1350909,2500,2500,52,2500,52,123,126.47,87.09,167.09,0,0,0,0,0,0,0,0,0,1374926.48206293,5689764.863208218,1726.45471937939
1352382,2500,2500,2500,2500,2500,109,121.65,87.06,167.06,0,0,0,0,0,0,0,0,0,1374928.1758493038,5689764.036648085,1728.339495273909
1353829,2500,791,2500,13,13,113,119.19,87.01,167.01,0,0,0,0,0,0,0,0,0,1374929.8446259282,5689763.160540358,1730.224271168428
1355300,2500,2500,2500,2500,2500,115,117.68,86.94,166.94,0,0,0,0,0,0,0,0,0,1374931.5134025526,5689762.28443263,1732.109047062947
1356686,2500,2500,2500,2500,2500,108,116.13,86.86,166.86,0,0,0,0,0,0,0,0,0,1374933.1821791767,5689761.408324903,1733.993822957466
1358174,2500,2500,2500,2500,2500,115,114.52,86.76,166.76,0,0,0,0,0,0,0,0,0,1374934.850955801,5689760.532217175,1735.8785988519849
1359578,2500,2500,2500,23,23,117,115.29,86.67,166.67,0,0,0,0,0,0,0,0,0,1374936.5197324255,5689759.656109447,1737.763374746504
1361013,2500,887,2500,34,34,115,115.66,86.58,166.58,0,0,0,0,0,0,0,0,0,1374938.1885090498,5689758.7800017195,1739.648150641023
1362460,2500,2500,2500,29,29,123,116.75,86.5,166.5,0,0,0,0,0,0,0,0,0,1374939.8572856742,5689757.903893991,1741.532926535542
1363911,2500,2500,2500,2500,2500,120,118.33,86.43,166.43,0,0,0,0,0,0,0,0,0,1374941.5260622983,5689757.027786263,1743.417702430061
1365368,2500,770,2500,2500,770,125,120.46,86.37,166.37,0,0,0,0,0,0,0,0,0,1374943.1948389227,5689756.151678536,1745.3024783245799
1366820,2500,2500,2500,2500,2500,126,121.64,86.33,166.33,0,0,0,0,0,0,0,0,0,1374944.863615547,5689755.275570808,1747.1872542190988
1368238,468,2500,2500,2500,468,130,123.96,86.3,166.3,0,0,0,0,0,0,0,0,0,1374946.5323921714,5689754.39946308,1749.0720301136178
1369742,2500,2500,2500,785,785,128,125.89,86.3,166.3,0,0,0,0,0,0,0,0,0,1374948.2011687958,5689753.523355353,1750.956806008137
1371247,2500,2500,2500,26,26,129,127.53,86.3,166.3,0,0,0,0,0,0,0,0,0,1374949.86994542,5689752.647247625,1752.841581902656
1372674,2500,2500,2500,2500,2500,113,124.87,86.3,166.3,0,0,0,0,0,0,0,0,0,1374951.5387220443,5689751.7711398965,1754.7263577971748
1374125,2500,2500,2500,2500,2500,116,120.62,86.27,166.27,0,0,0,0,0,0,0,0,0,1374953.2074986687,5689750.895032169,1756.6111336916938
1375563,2500,2500,2500,19,19,105,116.96,86.21,166.21,0,0,0,0,0,0,0,0,0,1374954.8644309076,5689749.997678631,1758.4959095862127
1377030,2500,2500,2500,2500,2500,107,114.05,86.12,166.12,0,0,0,0,0,0,0,0,0,1374956.4870844749,5689749.038837886,1760.3806854807317
1378539,43,2500,2500,2500,43,112,112.06,86.01,166.01,0,0,0,0,0,0,0,0,0,1374958.109738042,5689748.079997142,1762.2654613752507
1380006,2500,2500,2500,2500,2500,123,114.39,85.91,165.91,0,0,0,0,0,0,0,0,0,1374959.7323916096,5689747.121156397,1764.1502372697698
1381461,2500,2500,2500,2500,2500,126,117.92,85.83,165.83,0,0,0,0,0,0,0,0,0,1374961.3550451768,5689746.162315654,1766.0350131642888
1382948,2500,2500,2500,2500,2500,128,121.06,85.79,165.79,0,0,0,0,0,0,0,0,0,1374962.977698744,5689745.203474909,1767.9197890588077
1384413,2500,2500,2500,2500,2500,130,124,85.76,165.76,0,0,0,0,0,0,0,0,0,1374964.6003523115,5689744.2446341645,1769.8045649533267
1385865,2500,2500,2500,2500,2500,127,125.98,85.76,165.76,0,0,0,0,0,0,0,0,0,1374966.2230058787,5689743.28579342,1771.6893408478456
1387298,2500,2500,467,39,39,117,123.53,85.75,165.75,0,0,0,0,0,0,0,0,0,1374967.845659446,5689742.326952675,1773.5741167423646
1388787,2500,2500,585,984,585,115,120.89,85.72,165.72,0,0,0,0,0,0,0,0,0,1374969.4683130134,5689741.368111932,1775.4588926368835
1390220,2500,2500,2500,2500,2500,125,121.07,85.68,165.68,0,0,0,0,0,0,0,0,0,1374971.0909665807,5689740.409271187,1777.3436685314027
1391660,2500,2500,2500,28,28,130,123.59,85.65,165.65,0,0,0,0,0,0,0,0,0,1374972.713620148,5689739.450430443,1779.2284444259217
1393127,2500,2500,843,2500,843,129,125.51,85.65,165.65,0,0,0,0,0,0,0,0,0,1374974.2424488617,5689738.370586138,1781.1132203204406
1394559,2500,2500,2500,2500,2500,132,127.16,85.66,165.66,0,0,0,0,0,0,0,0,0,1374975.5751866777,5689737.037848323,1782.9979962149596
1396030,519,2500,2500,2500,519,134,128.87,85.68,165.68,0,0,0,0,0,0,0,0,0,1374976.9079244938,5689735.705110506,1784.8827721094785
1397420,2500,2500,2500,2500,2500,126,128.72,85.7,165.7,0,0,0,0,0,0,0,0,0,1374978.2406623098,5689734.372372691,1786.7675480039975
1398910,2500,2500,47,54,47,128,128.3,85.72,165.72,0,0,0,0,0,0,0,0,0,1374979.5734001258,5689733.039634874,1788.6523238985164
1400358,2500,2500,2500,2500,2500,124,127.91,85.74,165.74,0,0,0,0,0,0,0,0,0,1374980.9061379419,5689731.7068970585,1790.5370997930356
1401789,2500,2500,377,2500,377,128,127.45,85.76,165.76,0,0,0,0,0,0,0,0,0,1374982.2388757581,5689730.374159242,1792.4218756875546
1403271,2500,2500,271,2500,271,129,128,85.77,165.77,0,0,0,0,0,0,0,0,0,1374983.5716135742,5689729.041421426,1794.3066515820735
1404751,2500,426,2500,2500,426,120,126.19,85.79,165.79,0,0,0,0,0,0,0,0,0,1374984.9043513902,5689727.70868361,1796.1914274765925
1406167,2500,2500,48,588,48,121,124.36,85.78,165.78,0,0,0,0,0,0,0,0,0,1374986.2370892062,5689726.375945794,1798.0762033711114
1407619,2500,2500,51,2500,51,119,122.59,85.76,165.76,0,0,0,0,0,0,0,0,0,1374987.5698270223,5689725.043207978,1799.9609792656304
1409096,2500,2500,275,2500,275,122,121.8,85.73,165.73,0,0,0,0,0,0,0,0,0,1374988.9025648383,5689723.710470162,1801.8457551601493
1410578,2500,2500,342,2500,342,112,119.79,85.69,165.69,0,0,0,0,0,0,0,0,0,1374990.2353026543,5689722.377732346,1803.7305310546685
1412036,2500,2500,625,2500,625,110,116.73,85.63,165.63,0,0,0,0,0,0,0,0,0,1374991.5680404704,5689721.04499453,1805.6153069491875
1413545,2500,2500,1041,2500,1041,116,115.79,85.55,165.55,0,0,0,0,0,0,0,0,0,1374992.9265459266,5689719.7391690295,1807.5000828437064
1414998,2500,2500,2500,2500,2500,110,113.74,85.46,165.46,0,0,0,0,0,0,0,0,0,1374994.3159162805,5689718.465579539,1809.3848587382254
1416454,2500,2500,2500,2500,2500,96,109.36,85.35,165.35,0,0,0,0,0,0,0,0,0,1374995.7052866346,5689717.191990048,1811.2696346327443
1417870,2500,2500,2500,2500,2500,108,107.07,85.21,165.21,0,0,0,0,0,0,0,0,0,1374997.0946569885,5689715.918400557,1813.1544105272633
1419321,2500,2500,2500,2500,2500,113,108.85,85.07,165.07,0,0,0,0,0,0,0,0,0,1374998.4840273424,5689714.644811065,1815.0391864217822
1420828,2500,2500,2500,2500,2500,114,110.87,84.95,164.95,0,0,0,0,0,0,0,0,0,1374999.8733976965,5689713.371221574,1816.9239623163014
1422353,2500,2500,2500,2500,2500,112,110.64,84.83,164.83,0,0,0,0,0,0,0,0,0,1375001.2627680504,5689712.097632083,1818.8087382108204
1423783,2500,2500,2500,2500,2500,122,113.46,84.73,164.73,0,0,0,0,0,0,0,0,0,1375002.6521384045,5689710.824042592,1820.6935141053393
1425267,2500,2500,396,2500,396,126,117.53,84.66,164.66,0,0,0,0,0,0,0,0,0,1375004.0415087584,5689709.5504531,1822.5782899998583
1426746,2500,2500,152,2500,152,124,120.22,84.62,164.62,0,0,0,0,0,0,0,0,0,1375005.4308791126,5689708.276863609,1824.4630658943772
1428229,2500,2500,2500,2500,2500,120,120.49,84.59,164.59,0,0,0,0,0,0,0,0,0,1375006.8202494665,5689707.0032741185,1826.3478417888962
1429699,2500,2500,2500,2500,2500,113,117.96,84.54,164.54,0,0,0,0,0,0,0,0,0,1375008.2096198204,5689705.729684627,1828.2326176834151
1431112,2500,2500,335,2500,335,116,116.83,84.48,164.48,0,0,0,0,0,0,0,0,0,1375009.5989901745,5689704.456095136,1830.117393577934
1432529,2500,2500,2500,502,502,124,117.95,84.43,164.43,0,0,0,0,0,0,0,0,0,1375010.9883605284,5689703.182505645,1832.0021694724533
1434014,2500,2500,2500,2500,2500,117,117.99,84.38,164.38,0,0,0,0,0,0,0,0,0,1375012.3777308825,5689701.908916154,1833.8869453669722
1435487,2500,2500,2500,2500,2500,125,119.47,84.33,164.33,0,0,0,0,0,0,0,0,0,1375013.7909395895,5689700.663457032,1835.7717212614912
1436980,2500,2500,2500,2500,2500,128,122.43,84.31,164.31,0,0,0,0,0,0,0,0,0,1375015.2752100322,5689699.501854077,1837.6564971560101
1438434,2500,2500,2500,2500,2500,109,121.45,84.29,164.29,0,0,0,0,0,0,0,0,0,1375016.759480475,5689698.340251122,1839.541273050529
1439868,2500,375,2500,2500,375,108,117.38,84.25,164.25,0,0,0,0,0,0,0,0,0,1375018.2437509177,5689697.178648166,1841.426048945048
1441279,2500,2500,2500,2500,2500,111,114.16,84.18,164.18,0,0,0,0,0,0,0,0,0,1375019.7280213605,5689696.017045212,1843.310824839567
1442701,2500,2500,2500,2500,2500,106,112.13,84.09,164.09,0,0,0,0,0,0,0,0,0,1375021.2122918032,5689694.855442257,1845.1956007340862
1444174,2500,2500,2500,24,24,120,113.19,84,164,0,0,0,0,0,0,0,0,0,1375022.6965622457,5689693.693839301,1847.080376628605
1445695,2500,2500,2500,2500,2500,120,115.87,83.92,163.92,0,0,0,0,0,0,0,0,0,1375024.1808326885,5689692.532236346,1848.965152523124
1447146,2500,2500,2500,2500,2500,122,117.4,83.87,163.87,0,0,0,0,0,0,0,0,0,1375025.6651031312,5689691.370633391,1850.849928417643
1448600,2500,2500,2500,26,26,115,117.37,83.82,163.82,0,0,0,0,0,0,0,0,0,1375027.149373574,5689690.209030435,1852.734704312162
1450067,2500,2500,56,2500,56,115,116.68,83.76,163.76,0,0,0,0,0,0,0,0,0,1375028.6336440167,5689689.04742748,1854.619480206681
1451528,2500,2500,100,2500,100,121,117.68,83.71,163.71,0,0,0,0,0,0,0,0,0,1375030.1179144594,5689687.885824526,1856.5042561011999
1453007,2500,2500,2500,2500,2500,113,117.3,83.66,163.66,0,0,0,0,0,0,0,0,0,1375031.6021849022,5689686.72422157,1858.389031995719
1454455,2500,2500,2500,2500,2500,116,116.2,83.6,163.6,0,0,0,0,0,0,0,0,0,1375033.0864553447,5689685.562618615,1860.273807890238
1455921,2500,2500,2500,2500,2500,119,116.54,83.54,163.54,0,0,0,0,0,0,0,0,0,1375034.6515173854,5689684.518544435,1862.158583784757
1457430,2500,2500,2500,2500,2500,123,118.33,83.5,163.5,0,0,0,0,0,0,0,0,0,1375036.2676993813,5689683.5488352375,1864.043359679276
1458900,2500,2500,2500,2500,2500,110,117.04,83.45,163.45,0,0,0,0,0,0,0,0,0,1375037.8838813775,5689682.5791260395,1865.9281355737949
1460386,2500,2500,2500,2500,2500,112,115.07,83.39,163.39,0,0,0,0,0,0,0,0,0,1375039.5000633737,5689681.6094168415,1867.8129114683138
1461799,2500,2500,2500,2500,2500,112,114.49,83.32,163.32,0,0,0,0,0,0,0,0,0,1375041.1162453697,5689680.6397076445,1869.6976873628328
1463218,2500,2500,2500,2500,2500,108,112.56,83.24,163.24,0,0,0,0,0,0,0,0,0,1375042.7324273658,5689679.6699984465,1871.582463257352
1464662,771,2500,2500,2500,771,103,110.2,83.15,163.15,0,0,0,0,0,0,0,0,0,1375044.348609362,5689678.7002892485,1873.467239151871
1466144,802,820,2500,2500,802,100,106.45,83.02,163.02,0,0,0,0,0,0,0,0,0,1375045.964791358,5689677.730580051,1875.3520150463899
1467595,2500,2500,2500,2500,2500,101,104.83,82.88,162.88,0,0,0,0,0,0,0,0,0,1375047.5363923816,5689676.694066179,1877.2367909409088
1469015,2500,2500,2500,2500,2500,110,105.48,82.74,162.74,0,0,0,0,0,0,0,0,0,1375049.052084188,5689675.573772235,1879.1215668354278
1470511,2500,2500,2500,2500,2500,109,106.95,82.61,162.61,0,0,0,0,0,0,0,0,0,1375050.5677759943,5689674.453478292,1881.0063427299467
1471967,2500,584,2500,2500,584,116,108.53,82.49,162.49,0,0,0,0,0,0,0,0,0,1375052.0834678009,5689673.3331843475,1882.8911186244657
1473386,501,2500,2500,2500,501,113,110.36,82.39,162.39,0,0,0,0,0,0,0,0,0,1375053.5991596072,5689672.212890403,1884.7758945189848
1475038,2500,2500,2500,2500,2500,120,112.95,82.28,162.28,0,0,0,0,0,0,0,0,0,1375055.1148514135,5689671.09259646,1886.6606704135038
1476216,2500,2500,2500,2500,2500,120,115.57,82.21,162.21,0,0,0,0,0,0,0,0,0,1375056.6305432199,5689669.972302516,1888.5454463080227
1477420,2500,2500,2500,2500,2500,120,116.44,82.17,162.17,0,0,0,0,0,0,0,0,0,1375058.1462350264,5689668.852008572,1890.4302222025417
1478649,2500,2500,2500,2500,2500,125,118.25,82.14,162.14,0,0,0,0,0,0,0,0,0,1375059.6619268327,5689667.731714629,1892.3149980970607
1479868,2500,2500,2500,2500,2500,126,120.27,82.13,162.13,0,0,0,0,0,0,0,0,0,1375061.177618639,5689666.6114206845,1894.1997739915796
1481042,2500,2500,2500,2500,2500,115,122.01,82.13,162.13,0,0,0,0,0,0,0,0,0,1375062.6933104454,5689665.49112674,1896.0845498860986
1482068,2500,2500,2500,2500,2500,114,120.66,82.12,162.12,0,0,0,0,0,0,0,0,0,1375064.209002252,5689664.370832797,1897.9693257806177
1483280,2500,2500,2500,2500,2500,113,118.5,82.11,162.11,0,0,0,0,0,0,0,0,0,1375065.7246940583,5689663.250538853,1899.8541016751367
1484698,2500,2500,2500,2500,2500,107,116.08,82.07,162.07,0,0,0,0,0,0,0,0,0,1375067.2293138844,5689662.11680867,1901.7388775696556
1486097,2500,2500,2500,2500,2500,117,114.48,82.01,162.01,0,0,0,0,0,0,0,0,0,1375068.6186842383,5689660.843219179,1903.6236534641746
1487528,2500,2500,2500,2500,2500,110,114.15,81.95,161.95,0,0,0,0,0,0,0,0,0,1375070.0080545922,5689659.569629687,1905.5084293586935
1488653,2500,2500,2500,2500,2500,115,113.87,81.87,161.87,0,0,0,0,0,0,0,0,0,1375071.3974249463,5689658.296040196,1907.3932052532125
1489669,89,2500,2500,54,54,120,114.95,81.84,161.84,0,0,0,0,0,0,0,0,0,1375072.7867953002,5689657.022450705,1909.2779811477315
1490949,2500,2500,2500,2500,2500,117,115.59,81.8,161.8,0,0,0,0,0,0,0,0,0,1375074.1761656543,5689655.748861214,1911.1627570422506
1492353,2500,2500,2500,2500,2500,105,113.37,81.74,161.74,0,0,0,0,0,0,0,0,0,1375075.5655360082,5689654.475271722,1913.0475329367696
1493829,2500,2500,2500,2500,2500,114,112.9,81.67,161.67,0,0,0,0,0,0,0,0,0,1375076.9549063623,5689653.201682231,1914.9323088312885
1495260,2500,2500,2500,2500,2500,116,113.89,81.61,161.61,0,0,0,0,0,0,0,0,0,1375078.3442767162,5689651.9280927405,1916.8170847258075
1496735,572,2500,2500,5,5,114,114.19,81.55,161.55,0,0,0,0,0,0,0,0,0,1375079.7336470704,5689650.654503249,1918.7018606203264
1498200,2500,2500,2500,2500,2500,116,114,81.48,161.48,0,0,0,0,0,0,0,0,0,1375081.1230174243,5689649.380913758,1920.5866365148454
1499663,2500,2500,2500,2500,2500,114,114.97,81.43,161.43,0,0,0,0,0,0,0,0,0,1375082.5123877784,5689648.107324267,1922.4714124093643
1501111,2500,2500,2500,27,27,106,112.64,81.37,161.37,0,0,0,0,0,0,0,0,0,1375083.9017581323,5689646.833734776,1924.3561883038835
1502606,2500,2500,2500,269,269,106,110,81.29,161.29,0,0,0,0,0,0,0,0,0,1375085.2911284864,5689645.560145284,1926.2409641984025
1504132,2500,2500,358,2500,358,105,107.51,81.18,161.18,0,0,0,0,0,0,0,0,0,1375086.6804988403,5689644.286555793,1928.1257400929214
1505584,2500,2500,175,2500,175,96,105.55,81.07,161.07,0,0,0,0,0,0,0,0,0,1375088.0698691942,5689643.012966302,1930.0105159874404
1507088,2500,2500,51,2500,51,99,102.56,80.93,160.93,0,0,0,0,0,0,0,0,0,1375089.517171388,5689641.806039849,1931.8952918819593
1508559,2500,2500,59,2500,59,110,103.45,80.78,160.78,0,0,0,0,0,0,0,0,0,1375090.9720868885,5689640.607874144,1933.7800677764783
1510043,2500,2500,2500,2500,2500,114,106.68,80.66,160.66,0,0,0,0,0,0,0,0,0,1375092.4270023888,5689639.4097084375,1935.6648436709972
1511521,2500,2500,2500,2500,2500,108,108.63,80.56,160.56,0,0,0,0,0,0,0,0,0,1375093.8819178892,5689638.211542731,1937.5496195655164
1513008,2500,2500,2500,20,20,105,107.85,80.46,160.46,0,0,0,0,0,0,0,0,0,1375095.3368333897,5689637.013377025,1939.4343954600354
1514487,2500,2500,2500,42,42,106,106.15,80.35,160.35,0,0,0,0,0,0,0,0,0,1375096.79174889,5689635.815211319,1941.3191713545543
