ms,d0,d1,d2,d3,minD,gsr_raw,gsr_filt,gsr_minDyn,gsr_maxDyn,gps_fix,lat,lng,speed_kmph,date,time,sats,x_3857,y_3857,snapped_x_3857,snapped_y_3857,offset_to_route_m,dist_along_m,route_length_m,route_step_m,route_source_crs_epsg,time_col_used,head_points,tail_points,start_prior_max,end_prior_max,x_3857_generated,y_3857_generated,dist_along_m_generated
865998,2500,2500,2500,2500,2500,381,381.32,350.8,430.8,1,45.429456,12.355901,0.0,170126,13564900,14,1375452.6076120995,5689385.835506474,1375442.9637536204,5689379.640887652,11.461994098575492,820.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375432.5251335802,5689382.588976755,869.6550425937556
867477,2500,2500,2500,2500,2500,380,381.98,350.73,430.73,1,45.429456,12.355902,0.0,170126,13565000,14,1375452.7189315904,5689385.835506474,1375442.9637536204,5689379.640887652,11.55581237205109,820.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375430.9612569772,5689383.695133376,871.5705823351516
868995,148,2500,2500,254,148,387,382.87,350.67,430.67,1,45.429453,12.355904,0.0,170126,13565200,14,1375452.941570572,5689385.359637714,1375443.225030505,5689379.214593788,11.496639323287662,821.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375429.3973803741,5689384.801289998,873.4861220765475
870489,118,2500,2500,377,118,383,382.7,350.6,430.6,1,45.429453,12.355905,0.0,170126,13565300,14,1375453.0528900628,5689385.359637714,1375443.225030505,5689379.214593788,11.590875218989565,821.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375427.8886516155,5689385.974626545,875.4016618179435
871895,133,2500,2500,328,133,383,383.37,350.54,430.54,1,45.429452,12.355905,0.0,170126,13565400,14,1375453.0528900628,5689385.201014801,1375443.225030505,5689379.214593788,11.507565339104366,821.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375426.4989970701,5689387.293016755,877.3172015593394
873375,152,2500,2500,357,152,384,384.18,350.49,430.49,1,45.42945,12.355907,0.0,170126,13565600,14,1375453.2755290444,5689384.883768981,1375443.4863073898,5689378.788299923,11.531851700694768,821.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375425.1093425245,5689388.611406964,879.2327413007354
874895,239,2500,397,2500,239,387,385.46,350.45,430.45,1,45.429448,12.355908,0.0,170126,13565700,14,1375453.3868485352,5689384.566523172,1375443.4863073898,5689378.788299923,11.463358098203312,821.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375423.7196879792,5689389.929797174,881.1482810421313
876349,166,2500,2500,2500,166,385,385.7,350.41,430.41,1,45.429443,12.355905,0.0,170126,13565900,14,1375453.0528900628,5689383.773408698,1375444.008861159,5689377.935712195,10.76443957079772,822.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375422.3300334336,5689391.248187384,883.0638207835273
877836,124,2500,2500,413,124,387,386.86,350.38,430.38,1,45.429442,12.355906,0.0,170126,13570000,14,1375453.1642095535,5689383.614785813,1375444.008861159,5689377.935712195,10.773684670602474,822.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375420.9403788883,5689392.566577594,884.9793605249232
879315,126,335,2500,345,126,389,387.44,350.36,430.36,1,45.429439,12.355907,0.0,170126,13570200,14,1375453.2755290444,5689383.138917172,1375444.2701380434,5689377.50941833,10.620184758042718,823.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375419.5556913808,5689393.890067273,886.8949002663192
880732,125,2500,2500,430,125,392,387.85,350.33,430.33,1,45.429438,12.355907,0.0,170126,13570300,14,1375453.2755290444,5689382.980294297,1375444.2701380434,5689377.50941833,10.536961181026442,823.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375418.20120024,5689395.2445584135,888.8104400077151
882185,131,2500,2500,2500,131,387,388.51,350.32,430.32,1,45.429435,12.355908,0.0,170126,13570500,14,1375453.3868485352,5689382.50442569,1375444.531414928,5689377.083124466,10.383121463331465,823.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375416.8467090994,5689396.599049554,890.725979749111
883658,633,2500,2500,2500,633,395,389.48,350.31,430.31,1,45.429433,12.355909,0.0,170126,13570600,14,1375453.498168026,5689382.187179966,1375444.7926918126,5689376.656830601,10.31358716436372,824.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375415.4922179587,5689397.953540695,892.641519490507
885148,2500,2500,2500,410,410,396,390.57,350.3,430.3,1,45.429431,12.355909,0.0,170126,13570800,14,1375453.498168026,5689381.869934252,1375445.053968697,5689376.2305367375,10.154176807408689,824.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375414.137726818,5689399.308031836,894.5570592319028
886582,2500,2500,2500,406,406,393,391.47,350.31,430.31,1,45.429429,12.355909,0.0,170126,13570900,14,1375453.498168026,5689381.552688551,1375445.6592908744,5689375.439348582,9.940871218148269,825.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375412.783235677,5689400.662522976,896.4725989732988
888066,2500,2500,2500,274,274,388,391.67,350.32,430.32,1,45.429425,12.355909,0.0,170126,13571100,14,1375453.498168026,5689380.918197182,1375446.3236441752,5689374.691951118,9.499470118466512,826.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375411.4287445364,5689402.017014118,898.3881387146947
889550,521,2500,2500,368,368,395,391.99,350.33,430.33,1,45.429425,12.35591,0.0,170126,13571200,14,1375453.6094875168,5689380.918197182,1375446.3236441752,5689374.691951118,9.58382247555564,826.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375410.1037615757,5689403.400046221,900.3036784560907
891062,2500,2500,2500,423,423,397,392.86,350.35,430.35,1,45.429422,12.35591,0.0,170126,13571400,14,1375453.6094875168,5689380.442328684,1375446.6558208258,5689374.318252387,9.26594792427519,827.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375408.7951469459,5689404.798910136,902.2192181974866
892596,775,2500,2500,261,261,404,395.47,350.38,430.38,1,45.429421,12.35591,0.0,170126,13571500,15,1375453.6094875168,5689380.283705857,1375446.6558208258,5689374.318252387,9.161883842432614,827.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375407.486532316,5689406.197774051,904.1347579388826
894040,2500,2500,336,666,336,401,397.48,350.43,430.43,1,45.429418,12.355911,0.0,170126,13571700,15,1375453.7208070075,5689379.807837394,1375446.9879974762,5689373.944553656,8.927979636090235,827.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375406.1779176863,5689407.596637965,906.0502976802785
895492,2500,2500,2500,2500,2500,392,397.02,350.49,430.49,1,45.429416,12.355912,0.0,170126,13571800,15,1375453.8321264985,5689379.490591764,1375447.320174127,5689373.570854924,8.800500437844274,828.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375404.8693030565,5689408.99550188,907.9658374216745
896969,2500,2500,2500,2500,2500,394,396.88,350.54,430.54,1,45.429413,12.355918,1.7,170126,13571900,15,1375454.5000434432,5689379.014723342,1375447.9845274277,5689372.82345746,8.98797653381367,829.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375403.57813861,5689410.410428013,909.8813771630704
898409,711,2500,2500,2500,711,402,397.55,350.59,430.59,1,45.429409,12.355919,0.0,170126,13572100,15,1375454.611362934,5689378.380232153,1375448.316704078,5689372.449758728,8.648308803808927,829.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375402.2922761792,5689411.8302344475,911.7969169044663
899921,2500,2500,2500,395,395,402,397.31,350.64,430.64,1,45.429408,12.355919,0.0,170126,13572200,15,1375454.611362934,5689378.221609363,1375448.316704078,5689372.449758728,8.540315560478145,829.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375401.0064137485,5689413.250040881,913.7124566458623
901412,2500,2500,2500,2500,2500,399,397.06,350.7,430.7,1,45.429406,12.35592,0.0,170126,13572400,15,1375454.7226824248,5689377.904363791,1375448.6488807283,5689372.076059997,8.417849616639357,830.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375399.7205513176,5689414.669847315,915.6279963872582
902919,624,2500,2500,397,397,396,397.81,350.75,430.75,1,45.429404,12.355921,0.0,170126,13572500,15,1375454.8340019158,5689377.587118229,1375448.6488807283,5689372.076059997,8.284170866068038,830.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375398.4346888869,5689416.089653749,917.5435361286542
904406,163,2500,2500,2500,163,399,397.94,350.81,430.81,1,45.429401,12.355922,0.0,170126,13572700,15,1375454.9453214065,5689377.111249907,1375448.6488807283,5689372.076059997,8.062152481951602,830.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375397.148826456,5689417.509460183,919.45907587005
905910,452,2500,2500,2500,452,393,397.22,350.86,430.86,1,45.4294,12.355923,0.0,170126,13572800,15,1375455.0566408972,5689376.952627139,1375448.6488807283,5689372.076059997,8.052347326915724,830.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375395.8629640252,5689418.929266617,921.374615611446
907423,2500,2500,2500,2500,2500,397,396.93,350.91,430.91,1,45.429397,12.355924,0.0,170126,13573000,15,1375455.167960388,5689376.4767588535,1375448.9399883188,5689371.6719927015,7.865965539517379,830.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375394.5771015943,5689420.349073051,923.2901553528419
908875,546,2500,2500,537,537,397,397.21,350.96,430.96,1,45.429399,12.355929,2.04,170126,13573100,16,1375455.724557842,5689376.794004374,1375448.6488807283,5689372.076059997,8.504363924565864,830.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375393.1673681743,5689421.635619497,925.2056950942379
910336,2500,2500,2500,582,582,403,397.62,351.01,431.01,1,45.429396,12.355932,0.0,170126,13573300,16,1375456.0585163145,5689376.318136095,1375448.9399883188,5689371.6719927015,8.500593465090432,830.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375391.657562665,5689422.814508731,927.1212348356338
911800,2500,2500,2500,2500,2500,397,397.63,351.07,431.07,1,45.429394,12.355933,0.0,170126,13573400,16,1375456.1698358052,5689376.000890591,1375448.9399883188,5689371.6719927015,8.426746205716615,830.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375390.1477571554,5689423.993397963,929.0367745770297
913236,2500,2500,2500,2500,2500,398,397.94,351.12,431.12,1,45.429389,12.355936,0.0,170126,13573600,16,1375456.5037942776,5689375.207776877,1375449.4599270185,5689370.817807695,8.299873214925526,831.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375388.637951646,5689425.172287197,930.9523143184257
914700,2500,2500,2500,2500,2500,401,398.73,351.18,431.18,1,45.429387,12.355938,0.0,170126,13573700,16,1375456.726433259,5689374.890531412,1375449.7198963682,5689370.390715192,8.3270586173952,832.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375387.1281461366,5689426.3511764305,932.8678540598216
916169,2500,2500,2500,2500,2500,399,399.39,351.24,431.24,1,45.429383,12.355941,0.0,170126,13573900,16,1375457.060391731,5689374.256040514,1375449.9798657182,5689369.963622688,8.280018080525377,832.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375385.6183406273,5689427.530065664,934.7833938012176
917618,2500,2500,2500,2500,2500,400,399.92,351.31,431.31,1,45.429381,12.355943,0.0,170126,13574000,16,1375457.283030713,5689373.938795082,1375450.239835068,5689369.5365301855,8.305813693821175,833.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375384.1085351177,5689428.708954897,936.6989335426135
919046,2500,2500,2500,2500,2500,403,400.83,351.38,431.38,1,45.429377,12.355945,0.0,170126,13574200,16,1375457.5056696946,5689373.304304253,1375450.4998044176,5689369.109437682,8.165724329974111,833.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375382.5987296083,5689429.88784413,938.6144732840095
920510,2500,2500,2500,2500,2500,401,401.21,351.46,431.46,1,45.429375,12.355945,0.0,170126,13574300,16,1375457.5056696946,5689372.987058855,1375450.759773767,5689368.682345179,8.002354134394201,834.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375381.088924099,5689431.066733364,940.5300130254054
921937,621,2500,2500,2500,621,408,402.78,351.55,431.55,1,45.429373,12.355946,0.0,170126,13574400,16,1375457.616989185,5689372.669813466,1375450.759773767,5689368.682345179,7.932295167760526,834.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375379.5791185896,5689432.245622598,942.4455527668014
923379,2500,2500,2500,2500,2500,402,402.61,351.63,431.63,1,45.429368,12.355946,0.0,170126,13574600,16,1375457.616989185,5689371.876700048,1375451.279712467,5689367.828160172,7.520089848503101,835.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375378.0693130803,5689433.424511831,944.3610925081972
924822,2500,2500,2500,2500,2500,401,402.46,351.72,431.72,1,45.429366,12.355947,0.0,170126,13574700,16,1375457.7283086765,5689371.559454701,1375451.279712467,5689367.828160172,7.450298781422248,835.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375376.5517399504,5689434.593378459,946.2766322495931
926318,2500,2500,2500,2500,2500,400,402.94,351.81,431.81,1,45.429363,12.355947,0.0,170126,13574900,16,1375457.7283086765,5689371.083586701,1375451.5396818167,5689367.401067669,7.201392145653494,835.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375375.0334371994,5689435.761303652,948.1921719909891
927770,2500,2500,2500,2500,2500,402,402.9,351.9,431.9,1,45.429362,12.355946,0.0,170126,13575000,16,1375457.616989185,5689370.92496404,1375451.5396818167,5689367.401067669,7.025063023461573,835.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375373.5151344484,5689436.929228845,950.107711732385
929186,2500,2500,2500,2500,2500,404,403.02,351.99,431.99,1,45.42936,12.355945,0.0,170126,13575200,16,1375457.5056696946,5689370.607718727,1375451.799651167,5689366.973975166,6.764816309976162,836.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375371.9809736293,5689438.074266835,952.023251473781
930680,2500,874,2500,2500,874,406,404.34,352.08,432.08,1,45.42936,12.355945,0.0,170126,13575300,16,1375457.5056696946,5689370.607718727,1375452.0852991566,5689366.564067345,6.762509391092064,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375370.354133837,5689439.085545626,953.9387912151769
932141,2500,2500,2500,2500,2500,407,404.31,352.18,432.18,1,45.429375,12.355935,2.98,170126,13575500,16,1375456.3924747868,5689372.987058855,1375450.4998044176,5689369.109437682,7.054042106570506,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375368.7272940446,5689440.096824415,955.8543309565729
933678,2500,2500,546,2500,546,407,405.27,352.28,432.28,1,45.429384,12.355926,4.54,170126,13575600,16,1375455.3905993695,5689374.414663236,1375449.7198963682,5689370.390715192,6.953346704045031,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375367.1004542524,5689441.108103205,957.7698706979688
935186,2500,2500,552,617,552,407,405.54,352.39,432.39,1,45.429397,12.355905,3.32,170126,13575800,16,1375453.0528900628,5689376.4767588535,1375448.6488807283,5689372.076059997,6.225869308266812,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375365.47361446,5689442.119381995,959.6854104393648
936647,2500,2500,2500,2500,2500,405,405.25,352.49,432.49,1,45.429406,12.355897,4.04,170126,13575900,16,1375452.1623341364,5689377.904363791,1375447.320174127,5689373.570854924,6.498139169589114,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375363.8712047802,5689443.163999218,961.6009501807607
938099,2500,2500,2500,504,504,412,405.9,352.59,432.59,1,45.429427,12.355882,4.37,170126,13580100,16,1375450.4925417746,5689381.23544286,1375444.531414928,5689377.083124466,7.264762991562721,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375362.4168185843,5689444.410615956,963.5164899221567
939611,399,2500,2500,2500,399,413,406.5,352.7,432.7,1,45.429436,12.355873,6.13,170126,13580200,16,1375449.4906663576,5689382.663048556,1375443.4863073898,5689378.788299923,7.146048109592713,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375360.9624323887,5689445.657232695,965.4320296635526
941039,2500,2500,2500,2500,2500,405,405.95,352.8,432.8,1,45.429445,12.355849,3.96,170126,13580400,16,1375446.8189985785,5689384.09065448,1375442.1799229668,5689380.919769245,5.619211306333759,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375359.5080461928,5689446.903849435,967.3475694049486
942493,2500,2500,890,370,370,408,406.41,352.91,432.91,1,45.429448,12.355838,4.11,170126,13580500,16,1375445.5944841795,5689384.566523172,1375441.6573691976,5689381.772356973,4.8278607196381085,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375358.0536599972,5689448.150466174,969.2631091463444
943945,2500,2500,2500,381,381,407,406.45,353.02,433.02,1,45.429453,12.355827,3.83,170126,13580600,16,1375444.369969781,5689385.359637714,1375441.1348154284,5689382.624944702,4.236126716262243,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375356.7081635888,5689449.512924467,971.1786488877403
945463,2500,2500,425,345,345,408,407.12,353.13,433.13,1,45.429469,12.355808,4.94,170126,13580800,16,1375442.254899456,5689387.897604722,1375439.1402921658,5689384.864004385,4.347816644663547,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375355.374037325,5689450.8874788,973.0941886291363
946933,2500,2500,2500,2500,2500,406,406.49,353.24,433.24,1,45.429475,12.355798,4.46,170126,13580900,16,1375441.141704548,5689388.849342535,1375438.1368609848,5689385.978927919,4.155522218614122,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375354.0399110608,5689452.262033132,975.0097283705322
948393,2500,2500,2500,2500,2500,402,406.34,353.34,433.34,1,45.429484,12.355776,4.0,170126,13581100,16,1375438.6926757505,5689390.276949446,1375436.129998623,5689388.208774988,3.293123084429215,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375352.705784797,5689453.636587464,976.9252681119282
949886,2500,2500,2500,2500,2500,401,405.11,353.44,433.44,1,45.42949,12.355767,4.76,170126,13581200,16,1375437.6908003334,5689391.228687512,1375434.8438320474,5689389.736415632,3.214359000522353,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375351.371658533,5689455.011141797,978.8408078533241
951339,2500,2500,2500,733,733,405,405.03,353.54,433.54,1,45.429504,12.355744,4.61,170126,13581400,16,1375435.130452045,5689393.44941006,1375433.1273144868,5689392.196757469,2.362561870338868,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375349.9795061015,5689456.323709305,980.7563475947201
952826,2500,2500,463,636,463,399,403.07,353.62,433.62,1,45.429514,12.355734,5.19,170126,13581500,16,1375434.0172571372,5689395.035640787,1375431.9829694463,5689393.83698536,2.361165229922726,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375348.5199810578,5689457.564305593,982.671887336116
954356,2500,2500,2500,2500,2500,396,400.99,353.68,433.68,1,45.42953,12.35571,4.56,170126,13581700,16,1375431.345589358,5689397.573610538,1375429.6942793652,5689397.117441143,1.7131594229855351,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375347.0604560142,5689458.80490188,984.587427077512
955823,2500,2500,2500,2500,2500,390,398.31,353.73,433.73,1,45.429539,12.355699,5.04,170126,13581800,16,1375430.1210749594,5689399.0012188405,1375428.415387466,5689399.239078018,1.7221924439309853,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375345.535347693,5689459.957492867,986.5029668189079
957310,2500,2500,2500,2500,2500,392,395.81,353.75,433.75,1,45.429553,12.355677,4.78,170126,13582000,16,1375427.672046162,5689401.221943316,1375427.880108229,5689401.166083271,0.2154301937130231,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375343.929275625,5689461.00143971,988.4185065603039
958803,2500,2500,2500,2500,2500,390,393.2,353.76,433.76,1,45.429562,12.355667,4.04,170126,13582100,16,1375426.5588512542,5689402.649552198,1375427.6124686103,5689402.129585897,1.1749359507205974,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375342.323203557,5689462.045386555,990.3340463016998
960235,2500,2500,2500,2500,2500,390,391.45,353.74,433.74,1,45.429573,12.355642,4.3,170126,13582300,16,1375423.775863984,5689404.394407807,1375426.6326609703,5689403.841929862,2.909728664489903,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375340.7075842265,5689463.074433284,992.2495860430957
961730,2500,908,383,2500,383,389,389.64,353.71,433.71,1,45.429581,12.35563,4.48,170126,13582400,16,1375422.4400300947,5689405.66339392,1375428.836020585,5689398.347612062,9.717476964507323,836.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375339.0880166318,5689464.09731808,994.1651257844916
963233,2500,2500,2500,546,546,391,388.87,353.68,433.68,1,45.429591,12.355601,4.67,170126,13582600,16,1375419.2117648616,5689407.2496268125,1375413.4810109015,5689399.964747752,9.268818904079554,895.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375337.4692259121,5689465.121424799,996.0806655258875
964764,397,2500,2500,771,397,390,388.28,353.63,433.63,1,45.429596,12.355587,4.74,170126,13582700,16,1375417.6532919907,5689408.042743364,1375411.7132719886,5689401.732486665,8.666208930955788,898.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375335.8558215713,5689466.154003576,997.9962052672835
966256,2500,2500,378,2500,378,385,388.06,353.59,433.59,1,45.42961,12.35556,4.41,170126,13582900,16,1375414.6476657393,5689410.263470084,1375408.954681564,5689404.62837313,8.010267567591868,902.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375334.2424172303,5689467.186582355,999.9117450086794
967718,2500,2500,2500,2500,2500,383,387.06,353.54,433.54,1,45.429619,12.355546,5.24,170126,13583000,16,1375413.0891928682,5689411.691080409,1375407.246815832,5689406.454022706,7.846027199950624,904.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375332.6290128895,5689468.219161133,1001.8272847500754
969183,2500,2500,2500,2500,2500,385,386.81,353.49,433.49,1,45.429634,12.35552,4.22,170126,13583200,16,1375410.1948861077,5689414.070431455,1375404.8558038075,5689409.009932111,7.356252674876798,908.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375330.8556753928,5689468.901799413,1003.7428244914713
970666,734,2500,2500,2500,734,387,386.22,353.43,433.43,1,45.42964,12.355507,5.28,170126,13583300,16,1375408.747732727,5689415.02217205,1375403.5081989265,5689410.48765308,6.929255135323548,910.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375329.019059504,5689469.445981898,1005.6583642328673
972089,2500,2500,538,2500,538,385,384.6,353.36,433.36,1,45.42965,12.355482,3.74,170126,13583500,16,1375405.9647454573,5689416.6084066015,1375401.4943925715,5689412.711230931,5.93060141393099,913.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375327.1824436148,5689469.990164384,1007.5739039742632
973559,2500,2500,2500,2500,2500,381,382.89,353.28,433.28,1,45.429658,12.355469,4.54,170126,13583600,16,1375404.517592077,5689417.877394443,1375400.1518550017,5689414.193616164,5.712257226718918,915.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375325.5671183742,5689470.913546651,1009.4894437156591
975035,2500,2500,2500,2500,2500,377,381.65,353.19,433.19,1,45.429671,12.355445,3.8,170126,13583800,16,1375401.845924298,5689419.939500073,1375398.1380486467,5689416.417194014,5.114194151153972,918.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375324.1898675663,5689472.244889098,1011.4049834570551
976505,2500,2500,515,2500,515,385,380.54,353.09,433.09,1,45.429677,12.355432,4.5,170126,13583900,16,1375400.3987709177,5689420.891241292,1375397.1311454691,5689417.528982939,4.6885133357744895,919.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375322.8126167583,5689473.576231546,1013.320523198451
977992,2500,2500,2500,2500,2500,384,380.54,352.99,432.99,1,45.429688,12.355404,4.59,170126,13584100,16,1375397.2818251755,5689422.636100457,1375394.7817047215,5689420.123157098,3.544783013015012,923.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375321.4353659505,5689474.907573994,1015.236062939847
979446,2500,2500,2500,2500,2500,380,380.26,352.89,432.89,1,45.429696,12.355391,4.5,170126,13584200,16,1375395.8346717951,5689423.905089154,1375393.7351467556,5689421.192285536,3.4303511280637555,924.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375320.0581151424,5689476.238916442,1017.1516026812429
980923,2500,2500,2500,421,421,383,380.91,352.79,432.79,1,45.429703,12.355377,4.43,170126,13584300,16,1375394.276198924,5689425.015454413,1375392.1587956848,5689422.423135002,3.347165428744243,926.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375319.2964038807,5689477.929892764,1019.0671424226388
982363,2500,2500,403,490,403,379,380.25,352.7,432.7,1,45.429715,12.355352,4.37,170126,13584500,16,1375391.4932116542,5689426.918938031,1375389.400181311,5689424.577121568,3.140840710179579,930.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375318.812879705,5689479.783402104,1020.9826821640347
983831,2500,389,2500,2500,389,378,380.46,352.6,432.6,1,45.429719,12.355338,4.35,170126,13584600,16,1375389.9347387832,5689427.553432661,1375388.217918008,5689425.500258668,2.676377592780211,931.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375318.3293555295,5689481.636911443,1022.8982219054307
985290,2500,2500,803,2500,803,379,380.34,352.5,432.5,1,45.429725,12.355311,3.09,170126,13584800,16,1375386.9291125317,5689428.505174689,1375385.8533914017,5689427.346532867,1.5810208159758223,934.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375316.723590121,5689482.639142142,1024.8137616468266
986758,2500,2500,2500,2500,2500,381,380.34,352.4,432.4,1,45.429732,12.355299,4.11,170126,13584900,16,1375385.593278642,5689429.615540518,1375384.6711280986,5689428.269669967,1.631480666923993,936.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375315.0689873085,5689483.604327115,1026.7293013882227
988259,2500,2500,2500,2500,2500,379,380.04,352.3,432.3,1,45.429743,12.35527,4.76,170126,13585100,16,1375382.3650134094,5689431.360401384,1375381.9125137248,5689430.423656533,1.0403109537977184,939.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375313.4143844962,5689484.56951209,1028.6448411296185
989753,2500,2500,2500,2500,2500,380,379.54,352.2,432.2,1,45.42975,12.355258,4.69,170126,13585200,16,1375381.0291795195,5689432.470767566,1375380.336162654,5689431.654505999,1.070773235539478,941.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375311.792970982,5689485.588865921,1030.5603808710146
991219,2500,2500,2500,2500,2500,379,378.78,352.1,432.1,1,45.429762,12.355232,4.06,170126,13585400,16,1375378.134872759,5689434.37425277,1375377.575510231,5689433.805862858,0.797466945931041,945.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375310.1816601828,5689486.624708578,1032.4759206124104
992624,2500,2500,420,2500,420,374,378.21,351.99,431.99,1,45.429767,12.355214,5.11,170126,13585500,16,1375376.1311219246,5689435.167371725,1375375.9902873978,5689435.025265038,0.2000716730707301,947.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375308.5703493836,5689487.660551234,1034.3914603538062
994094,2500,2500,2500,2500,2500,374,377.73,351.88,431.88,1,45.429776,12.355186,4.2,170126,13585700,16,1375373.0141761824,5689436.59498602,1375373.216147439,5689437.159218852,0.5992921475860081,950.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375306.9590385845,5689488.696393891,1036.3070000952023
