ms,d0,d1,d2,d3,minD,gsr_raw,gsr_filt,gsr_minDyn,gsr_maxDyn,gps_fix,lat,lng,speed_kmph,date,time,sats,x_3857,y_3857,snapped_x_3857,snapped_y_3857,offset_to_route_m,dist_along_m,route_length_m,route_step_m,route_source_crs_epsg,time_col_used,head_points,tail_points,start_prior_max,end_prior_max,x_3857_generated,y_3857_generated,dist_along_m_generated
271350,2500,2500,2500,2500,2500,395,396.48,354.02,434.02,1,45.43258,12.357599,3.26,170126,13465400,11,1375641.6281074667,5689881.387235019,1375652.0625493312,5689876.758054351,11.41520436434206,6.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375625.8131414193,5689873.416757378,32.56417560373094
272372,2500,2500,2500,2500,2500,398,396.59,354.03,434.03,1,45.432581,12.357588,3.07,170126,13465500,11,1375640.403593068,5689881.545866725,1375651.0926432938,5689876.5272959545,11.808549754636603,7.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375623.9096950085,5689873.201852138,34.47971534512688
273591,2500,2500,2500,2500,2500,395,396.91,354.04,434.04,1,45.432581,12.357577,2.76,170126,13465600,11,1375639.1790786693,5689881.545866725,1375649.6052662698,5689876.333290256,11.656600762216437,8.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375622.0062485978,5689872.9869468985,36.395255086522816
275086,2500,220,2500,153,153,397,396.79,354.07,434.07,1,45.432584,12.357565,3.04,170126,13465700,11,1375637.8432447796,5689882.021761857,1375648.6136815872,5689876.203953124,12.241291087243695,9.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375620.1029530147,5689872.770720275,38.310794827918755
276536,2500,1129,2500,2500,1129,400,397.59,354.09,434.09,1,45.432585,12.357554,2.07,170126,13465900,11,1375636.618730381,5689882.180393574,1375647.1263045631,5689876.009947425,12.185381441457668,11.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375618.2000387185,5689872.551153241,40.22633456931469
278010,2500,2500,2500,2500,2500,397,398.49,354.13,434.13,1,45.432586,12.357553,0.0,170126,13470000,11,1375636.50741089,5689882.3390252935,1375647.1263045631,5689876.009947425,12.361963012022285,11.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375616.2971244226,5689872.331586206,42.14187431071063
279487,2500,2500,2500,2500,2500,401,399.17,354.17,434.17,1,45.432587,12.35755,0.0,170126,13470200,11,1375636.1734524178,5689882.497657016,1375646.6305122217,5689875.945278859,12.340330597531077,11.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375614.3940493874,5689872.11342879,44.057414052106566
280921,1058,2500,2500,2500,1058,406,400.31,354.21,434.21,1,45.432588,12.357549,0.0,170126,13470300,11,1375636.0621329271,5689882.656288742,1375646.6305122217,5689875.945278859,12.519117164098386,11.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375612.490554818,5689871.898950528,45.972953793502505
282381,2500,750,2500,2500,750,405,400.48,354.26,434.26,1,45.43259,12.357547,0.0,170126,13470500,11,1375635.8394939457,5689882.973552199,1375646.6305122217,5689875.945278859,12.877992917351405,11.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375610.5870602485,5689871.6844722675,47.888493534898444
283780,2500,2500,2500,2500,2500,402,400.94,354.31,434.31,1,45.432591,12.357546,0.0,170126,13470600,11,1375635.7281744543,5689883.132183934,1375646.6305122217,5689875.945278859,13.058046306777808,11.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375608.6835656788,5689871.469994006,49.804033276294376
284884,2500,2500,2500,2500,2500,400,401.55,354.38,434.38,1,45.432591,12.357545,0.0,170126,13470700,11,1375635.6168549638,5689883.132183934,1375646.142611578,5689875.842794886,12.803388027705363,12.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375606.7806400922,5689871.25077296,51.719573017690315
286091,2500,2500,2500,2500,2500,398,401.51,354.42,434.42,1,45.432591,12.357544,0.0,170126,13470800,11,1375635.505535473,5689883.132183934,1375646.142611578,5689875.842794886,12.89506032355778,12.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375604.880428669,5689871.008927869,53.635112759086255
287101,848,2500,2500,2500,848,407,402.01,354.45,434.45,1,45.432592,12.357543,0.0,170126,13470900,11,1375635.3942159822,5689883.29081567,1375646.142611578,5689875.842794886,13.076735887953664,12.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375602.9802172456,5689870.767082778,55.550652500482194
288532,2500,2500,928,2500,928,403,402.48,354.51,434.51,1,45.432592,12.357542,0.0,170126,13471100,11,1375635.2828964917,5689883.29081567,1375646.142611578,5689875.842794886,13.168387348287624,12.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375601.0800058225,5689870.525237688,57.466192241878126
290007,2500,2500,2500,2500,2500,404,402.07,354.57,434.57,1,45.432592,12.357542,0.0,170126,13471200,11,1375635.2828964917,5689883.29081567,1375646.142611578,5689875.842794886,13.168387348287624,12.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375599.1926491081,5689870.1979865385,59.381731983274065
291442,968,2500,2500,2500,968,406,402.6,354.63,434.63,1,45.432593,12.357542,0.0,170126,13471400,11,1375635.2828964917,5689883.449447408,1375646.142611578,5689875.842794886,13.258754630444786,12.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375597.3054368382,5689869.869775709,61.297271724670004
292907,2500,2500,2500,2500,2500,403,402.44,354.7,434.7,1,45.432594,12.357542,0.0,170126,13471500,10,1375635.2828964917,5689883.608079151,1375646.142611578,5689875.842794886,13.350395180489487,12.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375595.4096887212,5689869.656403089,63.21281146606594
294055,2500,2500,2500,523,523,405,403.55,354.78,434.78,1,45.432594,12.357542,0.0,170126,13471600,10,1375635.2828964917,5689883.608079151,1375646.142611578,5689875.842794886,13.350395180489487,12.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375593.4946917025,5689869.701998256,65.12835120746188
295094,2500,2500,2500,489,489,406,403.2,354.81,434.81,1,45.432594,12.357541,0.0,170126,13471700,11,1375635.1715770003,5689883.608079151,1375645.6623370638,5689875.703768053,13.135226707096049,12.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375591.5796946837,5689869.747593422,67.04389094885782
296301,2500,2500,2500,642,642,408,403.04,354.86,434.86,1,45.432595,12.357541,0.0,170126,13471800,11,1375635.1715770003,5689883.766710896,1375646.142611578,5689875.842794886,13.533367823235418,12.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375589.705809833,5689869.377207358,68.95943069025375
297718,2500,2500,2500,2500,2500,401,402.72,354.92,434.92,1,45.432583,12.357519,4.94,170126,13472000,11,1375632.722548203,5689881.863130144,1375643.2609644933,5689875.008633888,12.571489045544292,15.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375587.8367865758,5689868.957630709,70.87497043164969
299406,2500,2500,2500,2500,2500,402,403.08,355.01,435.01,1,45.43258,12.357497,3.48,170126,13472200,11,1375630.273519406,5689881.387235019,1375640.8075574173,5689874.607928426,12.526969095053609,17.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375585.9673062419,5689868.541875785,72.79051017304563
300876,2500,836,2500,2500,836,406,403.22,355.07,435.07,1,45.432579,12.357488,2.19,170126,13472300,11,1375629.2716439886,5689881.2286033165,1375639.8098895496,5689874.539905617,12.481718488256153,18.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375584.0520511486,5689868.508854145,74.70604991444156
302326,2500,2500,2500,464,464,401,402.72,355.13,435.13,1,45.43258,12.35747,2.35,170126,13472500,11,1375627.2678931544,5689881.387235019,1375637.8145538142,5689874.403859999,12.649093949694878,20.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375582.1367960554,5689868.475832505,76.62158965583751
303845,2500,2500,2500,2500,2500,396,401.36,355.18,435.18,1,45.432582,12.357461,2.59,170126,13472600,11,1375626.266017737,5689881.704498433,1375636.8220043774,5689874.289647452,12.899956163481932,21.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375580.221540962,5689868.442810865,78.53712939723344
305368,2500,2500,2500,614,614,398,400.84,355.23,435.23,1,45.432583,12.357443,1.93,170126,13472800,11,1375624.262266903,5689881.863130144,1375634.8452923368,5689873.985537907,13.1930620699359,23.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375578.3063996788,5689868.46041597,80.45266913862937
306837,2500,2500,2500,474,474,400,400.06,355.27,435.27,1,45.432583,12.357431,2.54,170126,13472900,11,1375622.9264330135,5689881.863130144,1375633.3627583063,5689873.7574557485,13.214342322658409,25.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375576.3913124094,5689868.5020483015,82.36820888002532
308269,2500,2500,2500,1046,1046,396,399.48,355.31,435.31,1,45.432584,12.357419,2.61,170126,13473000,11,1375621.590599124,5689882.021761857,1375632.3663014711,5689873.699224557,13.615446675926716,26.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375574.4779770824,5689868.526794496,84.28374862142125
309714,2500,2500,1035,831,831,397,398.1,355.33,435.33,1,45.432584,12.3574,2.8,170126,13473200,11,1375619.4755287988,5689882.021761857,1375629.8668215638,5689873.650215147,13.343978403944543,28.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375572.612225998,5689868.092898895,86.1992883628172
310912,2500,2500,2500,2500,2500,390,395.56,355.35,435.35,1,45.432585,12.35739,2.52,170126,13473300,11,1375618.362333891,5689882.180393574,1375628.8670296008,5689873.630611383,13.54427581895358,29.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375570.7464749138,5689867.659003294,88.11482810421313
311927,2500,2500,2500,2500,2500,388,395.11,355.35,435.35,1,45.432586,12.35738,2.91,170126,13473400,11,1375617.2491389827,5689882.3390252935,1375627.867237638,5689873.61100762,13.7449012934713,30.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375568.8597673685,5689867.355315097,90.03036784560906
313206,2500,2500,2500,2500,2500,389,394.19,355.34,435.34,1,45.432585,12.357367,3.44,170126,13473500,11,1375615.8019856026,5689882.180393574,1375626.374259599,5689873.480109431,13.69189255085154,32.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375566.9520943533,5689867.181890277,91.94590758700501
314693,2500,2500,2500,2500,2500,387,392.58,355.33,435.33,1,45.432581,12.357348,2.48,170126,13473700,11,1375613.6869152775,5689881.545866725,1375624.3869176735,5689873.255732116,13.53574464559672,34.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375565.044421338,5689867.008465458,93.86144732840094
316107,2500,2500,2500,2500,2500,382,390.78,355.3,435.3,1,45.43258,12.357336,3.32,170126,13473800,11,1375612.351081388,5689881.387235019,1375622.89641123,5689873.087449131,13.419777467275726,35.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375563.136748323,5689866.835040638,95.77698706979689
317570,165,2500,2500,2500,165,386,389.32,355.25,435.25,1,45.43258,12.357311,3.52,170126,13474000,11,1375609.5680941185,5689881.387235019,1375620.4122981485,5689872.806413944,13.828494183156977,38.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375561.2245076215,5689866.733321563,97.69252681119282
319088,2500,2500,2500,2500,2500,385,387.87,355.2,435.2,1,45.432578,12.357299,3.19,170126,13474100,11,1375608.2322602286,5689881.069971616,1375618.9222083804,5689872.634480509,13.61736030630324,39.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375559.310248559,5689866.6632876955,99.60806655258875
320524,2500,689,2500,2500,689,393,388.04,355.14,435.14,1,45.432578,12.357272,3.63,170126,13474300,11,1375605.2266339771,5689881.069971616,1375616.4387254338,5689872.347924785,14.205108087055304,42.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375557.3959894967,5689866.593253827,101.5236062939847
321980,208,2500,304,2500,208,384,386.78,355.08,435.08,1,45.432579,12.357259,3.19,170126,13474400,11,1375603.779480597,5689881.2286033165,1375614.948635666,5689872.17599135,14.37705840469159,43.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375555.481730434,5689866.523219959,103.43914603538063
323452,2500,2500,2500,2500,2500,382,386.19,355.01,435.01,1,45.432582,12.357226,4.02,170126,13474600,11,1375600.1059374008,5689881.704498433,1375610.97385958,5689871.728055291,14.752665869326922,47.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375553.5674713717,5689866.45318609,105.35468577677656
324943,2500,779,2500,2500,779,387,385.93,354.94,434.94,1,45.432581,12.35721,3.76,170126,13474700,11,1375598.324825548,5689881.545866725,1375608.986467373,5689871.504123774,14.646064587350434,49.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375551.656730377,5689866.317991509,107.27022551817251
326394,2500,788,2500,2500,788,390,386.2,354.87,434.87,1,45.432582,12.357181,2.72,170126,13474900,11,1375595.0965603152,5689881.704498433,1375606.0072842347,5689871.15234585,15.17866333281861,52.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375549.7460585972,5689866.181514953,109.18576525956844
327870,2500,2500,664,2500,664,388,385.74,354.8,434.8,1,45.432581,12.357165,3.17,170126,13475000,11,1375593.3154484625,5689881.545866725,1375604.5193109694,5689870.962967434,15.411823139341106,54.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375547.8353868173,5689866.045038398,111.10130500096439
328994,2500,2500,2500,2500,2500,381,385.1,354.7,434.7,1,45.432581,12.357149,3.3,170126,13475100,11,1375591.5343366098,5689881.545866725,1375602.5353466156,5689870.710462879,15.441120349461585,56.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375545.9247150375,5689865.9085618425,113.01684474236032
330167,2500,910,2500,2500,910,386,385.01,354.64,434.64,1,45.432581,12.357135,2.33,170126,13475200,11,1375589.9758637387,5689881.545866725,1375601.0474521415,5689870.520560979,15.624897969508456,57.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375544.0145842629,5689865.765592308,114.93238448375625
331400,115,2500,2500,2500,115,386,384.76,354.58,434.58,1,45.432572,12.357111,3.32,170126,13475400,11,1375587.3041959596,5689880.118181476,1375597.5992656949,5689869.92087638,14.490462107236452,61.0,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375542.1076731228,5689865.5839817235,116.8479242251522
332616,2500,2500,2500,2500,2500,386,385.02,354.53,434.53,1,45.432569,12.357097,3.35,170126,13475500,11,1375585.7457230885,5689879.642286444,1375596.1214715035,5689869.663868695,14.395310901661396,62.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375540.2007619827,5689865.402371138,118.76346396654813
334038,2500,2500,2500,2500,2500,385,385.38,354.45,434.45,1,45.432569,12.357082,3.69,170126,13475600,11,1375584.0759307267,5689879.642286444,1375594.1238876756,5689869.687017399,14.1445685904001,64.5,2106.466587187437,0.5,3857,ms,120,160,12.0,18.0,1375538.2938508424,5689865.220760554,120.67900370794408
