ms,d0,d1,d2,d3,minD,gsr_raw,gsr_filt,gsr_minDyn,gsr_maxDyn,gps_fix,lat,lng,speed_kmph,date,time,sats,x_3857,y_3857,snapped_x_3857,snapped_y_3857,offset_to_route_m,dist_along_m,route_length_m,route_step_m,route_source_crs_epsg,x_3857_generated,y_3857_generated,dist_along_m_generated
1593465,2500,2500,666,2500,666,548,544.21,493.61,573.61,1,45.43267,12.349498,0.0,170126,15064200,11,1374739.8289125506,5689895.664099769,1374738.4623679402,5689892.119330567,3.799056838674672,10.0,3477.6786293824302,0.5,3857,1374693.765707183,5689922.075351894,1787.8207038374485
1594920,2500,2500,601,2500,601,545,544.29,493.7,573.7,1,45.432669,12.349499,0.0,170126,15064300,11,1374739.9402320413,5689895.505467812,1374737.6594928266,5689892.70326337,3.6130487259880297,10.0,3477.6786293824302,0.5,3857,1374695.3715894094,5689920.815836422,1789.861595051875
1596399,2500,2500,606,463,463,537,544.06,493.78,573.78,1,45.432659,12.349516,2.59,170126,15064500,11,1374741.8326633845,5689893.919148411,1374740.1434585203,5689890.283877734,4.008566572382283,10.0,3477.6786293824302,0.5,3857,1374696.9774716361,5689919.55632095,1791.9024862663011
1597890,2500,2500,653,504,504,546,544.4,493.86,573.86,1,45.432658,12.349517,0.0,170126,15064600,11,1374741.9439828754,5689893.760516487,1374740.2378734923,5689889.79291988,4.318869304039183,10.0,3477.6786293824302,0.5,3857,1374698.5833538626,5689918.296805479,1793.9433774807276
1599340,2500,2500,666,462,462,543,543.51,493.94,573.94,1,45.432657,12.349519,0.0,170126,15064800,11,1374742.166621857,5689893.601884563,1374740.2378734923,5689889.79291988,4.269459241656966,10.0,3477.6786293824302,0.5,3857,1374700.1834075875,5689917.029931966,1795.9842686951538
1600827,2500,2500,737,464,464,540,542.89,494.02,574.02,1,45.432654,12.349526,0.0,170126,15064900,11,1374742.9458582925,5689893.125988815,1374740.2378734923,5689889.79291988,4.294476709100775,10.0,3477.6786293824302,0.5,3857,1374701.7770758802,5689915.754997333,1798.0251599095802
1602355,2500,2500,2500,528,528,550,544.54,494.1,574.1,1,45.432652,12.349535,2.57,170126,15065100,11,1374743.9477337096,5689892.808724995,1374740.2378734923,5689889.79291988,4.781019067464227,10.0,3477.6786293824302,0.5,3857,1374703.370744173,5689914.480062698,1800.0660511240064
1603775,2500,2500,2500,464,464,540,543.83,494.18,574.18,1,45.432651,12.349536,0.0,170126,15065200,11,1374744.0590532003,5689892.650093093,1374740.2378734923,5689889.79291988,4.7712527839968,10.0,3477.6786293824302,0.5,3857,1374704.964412466,5689913.205128063,1802.1069423384326
1605196,2500,2500,2500,586,586,548,544.6,494.26,574.26,1,45.432643,12.349548,0.0,170126,15065400,11,1374745.39488709,5689891.381037951,1374740.2378734923,5689889.79291988,5.396008548553586,10.0,3477.6786293824302,0.5,3857,1374706.5580807587,5689911.93019343,1804.147833552859
1606675,2500,2500,2500,521,521,546,545.24,494.35,574.35,1,45.432638,12.349559,4.3,170126,15065500,11,1374746.6194014887,5689890.58787858,1374740.4267034363,5689888.811004171,6.442576490317016,10.0,3477.6786293824302,0.5,3857,1374708.1735096334,5689910.683223238,1806.1887247672853
1608143,2500,2500,2500,580,580,549,546.26,494.44,574.44,1,45.432636,12.34956,0.0,170126,15065700,11,1374746.7307209796,5689890.270614854,1374740.4267034363,5689888.811004171,6.470788246593046,10.0,3477.6786293824302,0.5,3857,1374709.8009293203,5689909.451662394,1808.2296159817117
1609666,2500,2500,2500,523,523,543,546.06,494.53,574.53,1,45.432636,12.349561,0.0,170126,15065800,11,1374746.8420404703,5689890.270614854,1374740.521118408,5689888.320046317,6.615041446255035,10.0,3477.6786293824302,0.5,3857,1374711.428349007,5689908.22010155,1810.270507196138
1611080,2500,2500,2500,2500,2500,544,545.29,494.62,574.62,1,45.432631,12.349575,4.67,170126,15065900,11,1374748.4005133414,5689889.477455582,1374741.5490905817,5689885.51818967,7.913139730658548,10.0,3477.6786293824302,0.5,3857,1374713.0557686936,5689906.988540706,1812.3113984105644
1612576,2500,2500,2500,586,586,551,545.65,494.71,574.71,1,45.43262,12.349605,4.78,170126,15070100,11,1374751.7400980657,5689887.732505431,1374745.2380691303,5689882.286315601,8.481589706032166,10.0,3477.6786293824302,0.5,3857,1374714.6831883804,5689905.756979862,1814.3522896249906
1614037,2500,2500,2500,512,512,547,546.11,494.8,574.8,1,45.432614,12.349621,3.61,170126,15070200,11,1374753.521209918,5689886.780714582,1374747.626335014,5689880.471233529,8.634761217663318,10.0,3477.6786293824302,0.5,3857,1374716.2973710108,5689904.508224922,1816.393180839417
1615483,2500,2500,2500,518,518,554,546.09,494.89,574.89,1,45.432606,12.349651,3.85,170126,15070400,11,1374756.8607946418,5689885.511660273,1374750.8073150616,5689878.046848359,9.610828889766156,10.0,3477.6786293824302,0.5,3857,1374717.9041744487,5689903.249884881,1818.4340720538432
1616921,2500,2500,2500,402,402,542,545.77,494.97,574.97,1,45.432604,12.349664,2.06,170126,15070500,11,1374758.307948022,5689885.194396725,1374751.9675206898,5689877.096318446,10.284935126849971,10.0,3477.6786293824302,0.5,3857,1374719.5109778866,5689901.991544839,1820.4749632682694
1618423,2500,2500,2500,421,421,545,545.2,495.06,575.06,1,45.432587,12.34969,4.43,170126,15070700,11,1374761.202254783,5689882.497657016,1374755.0614023656,5689874.5615720125,10.034516111556137,10.0,3477.6786293824302,0.5,3857,1374721.1177813248,5689900.733204797,1822.5158544826959
1619872,2500,2500,2500,2500,2500,537,544.48,495.14,575.14,1,45.432577,12.349703,3.67,170126,15070800,11,1374762.649408163,5689880.911339919,1374756.608343203,5689873.294198795,9.721898207055409,10.0,3477.6786293824302,0.5,3857,1374722.7245847627,5689899.474864756,1824.556745697122
1621318,2500,2500,2500,2500,2500,541,543.55,495.21,575.21,1,45.432566,12.349723,3.7,170126,15071000,11,1374764.8757979786,5689879.166391439,1374758.92875446,5689871.39313897,9.787276462391011,10.0,3477.6786293824302,0.5,3857,1374724.3313882006,5689898.216524714,1826.5976369115485
1622778,2500,2500,2500,493,493,544,544.0,495.28,575.28,1,45.432563,12.349726,0.0,170126,15071100,11,1374765.2097564514,5689878.690496457,1374759.315489669,5689871.076295666,9.629041207474296,10.0,3477.6786293824302,0.5,3857,1374725.810355551,5689896.810728325,1828.6385281259747
1624224,2500,2500,2500,2500,2500,542,543.34,495.34,575.34,1,45.432552,12.349748,0.0,170126,15071300,11,1374767.6587852486,5689876.945548408,1374761.71374385,5689869.275688377,9.704136752988129,10.0,3477.6786293824302,0.5,3857,1374727.3551804768,5689895.510256925,1830.6794193404012
1625572,2500,2500,2500,571,571,546,543.94,495.41,575.41,1,45.43255,12.349752,4.85,170126,15071400,11,1374768.104063212,5689876.628285162,1374762.1170896238,5689868.980280205,9.712663515968712,10.0,3477.6786293824302,0.5,3857,1374729.2557456845,5689894.766557496,1832.7203105548274
1627041,2500,2500,2500,446,446,550,544.14,495.47,575.47,1,45.432548,12.349756,0.0,170126,15071500,11,1374768.5493411748,5689876.311021928,1374762.5204353975,5689868.684872033,9.721412813179446,10.0,3477.6786293824302,0.5,3857,1374731.2702456883,5689894.537912876,1834.7612017692538
1628483,2500,2500,2500,540,540,546,545.07,495.55,575.55,1,45.432536,12.349775,0.0,170126,15071700,11,1374770.6644115,5689874.407442761,1374764.940510041,5689866.912422998,9.430714138226175,10.0,3477.6786293824302,0.5,3857,1374733.2840490558,5689894.860193251,1836.80209298368
1629921,2500,2500,2500,2500,2500,540,544.88,495.63,575.63,1,45.432529,12.349793,3.65,170126,15071800,11,1374772.6681623345,5689873.297021768,1374766.5538931368,5689865.730790309,9.727905546347934,10.0,3477.6786293824302,0.5,3857,1374735.1157485312,5689894.268644475,1838.8429841981063
1631412,2500,2500,2500,730,730,549,545.11,495.7,575.7,1,45.43251,12.349819,3.94,170126,15072000,11,1374775.562469095,5689870.283022622,1374769.6335086855,5689863.184190659,9.249107349924088,10.0,3477.6786293824302,0.5,3857,1374736.8538905075,5689893.199018644,1840.8838754125327
1632915,2500,2500,2500,564,564,545,544.73,495.78,575.78,1,45.432502,12.349834,3.91,170126,15072100,11,1374777.232261457,5689869.013970653,1374771.1362502682,5689861.864710244,9.395385931350967,10.0,3477.6786293824302,0.5,3857,1374738.5276394978,5689892.050219506,1842.924766626959
1634326,2500,2500,2500,444,444,539,544.86,495.85,575.85,1,45.432486,12.349846,2.31,170126,15072300,11,1374778.5680953464,5689866.475867255,1374773.4677967457,5689859.980556486,8.258456744203361,10.0,3477.6786293824302,0.5,3857,1374739.928963434,5689890.56646475,1844.9656578413853
1635833,2500,2500,2500,331,331,545,543.99,495.92,575.92,1,45.432476,12.349853,3.28,170126,15072400,11,1374779.347331782,5689864.889552997,1374774.664969841,5689859.077029622,7.463909252887348,10.0,3477.6786293824302,0.5,3857,1374740.460169776,5689888.636979205,1847.0065490558115
1637285,2500,2500,2500,593,593,546,545.13,495.99,575.99,1,45.432447,12.34985,5.11,170126,15072600,11,1374779.0133733095,5689860.28924324,1374777.45837373,5689856.968800272,3.6665194934879737,10.0,3477.6786293824302,0.5,3857,1374741.0329521662,5689886.691231523,1849.047440270238
1638726,2500,2500,2500,400,400,550,545.17,496.07,576.07,1,45.432437,12.349852,3.0,170126,15072700,11,1374779.2360122912,5689858.702930078,1374777.0593160316,5689857.269975893,2.606024616484969,10.0,3477.6786293824302,0.5,3857,1374741.854897866,5689884.823173114,1851.0883314846642
1640223,2500,2500,2500,2500,2500,541,544.14,496.13,576.13,1,45.432412,12.349842,4.93,170126,15072900,11,1374778.1228173831,5689854.737148402,1374779.2980157277,5689855.282206466,1.2954456539186578,10.0,3477.6786293824302,0.5,3857,1374743.4651267952,5689883.587729764,1853.1292226990906
1641665,2500,2500,2500,523,523,546,544.49,496.2,576.2,1,45.432401,12.349841,3.94,170126,15073000,11,1374778.0114978924,5689852.992205022,1374780.0120225858,5689854.582199743,2.555422129919379,10.0,3477.6786293824302,0.5,3857,1374745.1109116664,5689882.380820858,1855.1701139135168
1643143,2500,2500,2500,553,553,549,544.15,496.26,576.26,1,45.432385,12.349846,2.35,170126,15073200,11,1374778.5680953464,5689850.454106167,1374781.440036302,5689853.182186296,3.9611192917665066,10.0,3477.6786293824302,0.5,3857,1374746.7368087538,5689881.147273487,1857.211005127943
1644594,2500,2500,2500,545,545,541,543.97,496.33,576.33,1,45.432375,12.349854,2.74,170126,15073300,11,1374779.4586512728,5689848.867794748,1374782.5110465894,5689852.13217621,4.469150198463153,10.0,3477.6786293824302,0.5,3857,1374748.361689181,5689879.912364363,1859.2518963423695
1646014,2500,2500,2500,806,806,545,544.61,496.39,576.39,1,45.432366,12.349862,2.72,170126,15073400,11,1374780.3492071992,5689847.440114711,1374783.5820568765,5689851.082166125,4.869892764311785,10.0,3477.6786293824302,0.5,3857,1374749.9865696083,5689878.677455238,1861.2927875567957
1647429,2500,2500,2500,690,690,545,544.95,496.46,576.46,1,45.432359,12.349903,6.07,170126,15073600,11,1374784.9133063217,5689846.329697062,1374786.7950877382,5689847.932135869,2.4716212145401117,10.0,3477.6786293824302,0.5,3857,1374751.5853246262,5689877.409442932,1863.3336787712221
1648956,2500,2500,2500,639,639,548,545.15,496.52,576.52,1,45.432355,12.349913,2.8,170126,15073700,11,1374786.0265012295,5689845.695172754,1374787.866098025,5689846.882125784,2.1892861543812066,10.0,3477.6786293824302,0.5,3857,1374753.1640394835,5689876.116037988,1865.3745699856483
1650364,2500,2500,2500,623,623,545,545.42,496.59,576.59,1,45.432347,12.34993,3.0,170126,15073900,11,1374787.9189325732,5689844.426124269,1374789.5275056274,5689845.034082803,1.719628113723454,10.0,3477.6786293824302,0.5,3857,1374754.7427543409,5689874.822633045,1867.4154612000748
1651809,2500,2500,2500,681,681,545,544.91,496.66,576.66,1,45.432343,12.349927,2.7,170126,15074000,11,1374787.5849741006,5689843.791600096,1374788.9371083125,5689845.832115698,2.447850250231992,10.0,3477.6786293824302,0.5,3857,1374756.3214691982,5689873.5292281015,1869.456352414501
1653281,2500,2500,2500,587,587,552,545.31,496.73,576.73,1,45.432335,12.349931,1.54,170126,15074200,11,1374788.030252064,5689842.522551883,1374790.0464358076,5689844.179374271,2.6096086513261114,10.0,3477.6786293824302,0.5,3857,1374757.9001840556,5689872.235823157,1871.4972436289274
1654751,2500,2500,2500,446,446,544,545.01,496.79,576.79,1,45.432327,12.349934,2.37,170126,15074300,11,1374788.3642105362,5689841.253503849,1374790.8248310778,5689842.897311473,2.959181805154166,10.0,3477.6786293824302,0.5,3857,1374759.478898913,5689870.942418214,1873.5381348433536
1656175,2500,2500,2500,644,644,545,544.57,496.86,576.86,1,45.432318,12.349936,1.57,170126,15074500,11,1374788.586849518,5689839.825825027,1374791.603226348,5689841.615248675,3.50721629994187,10.0,3477.6786293824302,0.5,3857,1374761.1106188311,5689869.717413743,1875.5790260577799
1657638,2500,2500,2500,577,577,544,544.34,496.91,576.91,1,45.432314,12.349943,1.5,170126,15074600,11,1374789.3660859533,5689839.191301177,1374792.1221565283,5689840.760540143,3.171503735578736,10.0,3477.6786293824302,0.5,3857,1374762.7571406642,5689868.511510429,1877.6199172722063
1658999,2500,2500,2500,573,573,548,544.46,496.97,576.97,1,45.432308,12.349944,3.8,170126,15074700,11,1374789.4774054445,5689838.239515491,1374792.3816216183,5689840.333185877,3.580213299362626,10.0,3477.6786293824302,0.5,3857,1374764.403662497,5689867.305607115,1879.6608084866325
1660455,2500,2500,2500,2500,2500,540,543.96,497.03,577.03,1,45.432293,12.349931,3.69,170126,15074900,11,1374788.030252064,5689835.860051714,1374793.22183552,5689839.096780753,6.117920696558677,10.0,3477.6786293824302,0.5,3857,1374766.05018433,5689866.099703801,1881.701699701059
1661907,2500,2500,2500,2500,2500,541,543.01,497.08,577.08,1,45.432288,12.349922,4.28,170126,15075000,11,1374787.0283766468,5689835.066897262,1374792.9005517983,5689839.478477345,7.344690588499481,10.0,3477.6786293824302,0.5,3857,1374767.692467475,5689864.888519526,1883.7425909154852
1663380,2500,2500,2500,524,524,549,543.91,497.13,577.13,1,45.432279,12.34992,4.07,170126,15075200,11,1374786.8057376652,5689833.639219426,1374793.5539867452,5689838.723110625,8.448953507335846,10.0,3477.6786293824302,0.5,3857,1374769.2260752285,5689863.541937109,1885.7834821299116
1664840,2500,2500,2500,525,525,544,544.05,497.19,577.19,1,45.432276,12.349933,2.41,170126,15075300,11,1374788.2528910455,5689833.163326865,1374794.2182891965,5689837.975770367,7.664567017062591,10.0,3477.6786293824302,0.5,3857,1374770.759682982,5689862.195354691,1887.8243733443378
1666326,2500,2500,2500,2500,2500,540,542.48,497.23,577.23,1,45.432261,12.349946,3.85,170126,15075500,11,1374789.7000444257,5689830.783864436,1374795.8790453237,5689836.107419724,8.155997363980447,10.0,3477.6786293824302,0.5,3857,1374772.302473326,5689860.86004586,1889.8652645587642
1667777,2500,2500,2500,2500,2500,536,541.83,497.27,577.27,1,45.432257,12.349952,3.32,170126,15075600,11,1374790.3679613706,5689830.149341229,1374796.5433477743,5689835.360079466,8.080048899135523,10.0,3477.6786293824302,0.5,3857,1374773.9314905503,5689859.630598898,1891.9061557731904
1669266,2500,2500,2500,2500,2500,539,542.56,497.31,577.31,1,45.432243,12.349977,5.56,170126,15075800,11,1374793.1509486404,5689827.928510359,1374798.8684063528,5689832.744388565,7.475426783560522,10.0,3477.6786293824302,0.5,3857,1374775.5605077746,5689858.4011519365,1893.9470469876167
1670702,2500,2500,2500,491,491,537,542.77,497.36,577.36,1,45.432237,12.34998,3.5,170126,15075900,11,1374793.4849071128,5689826.976725869,1374799.2005575784,5689832.370718437,7.858995869205329,10.0,3477.6786293824302,0.5,3857,1374777.189524999,5689857.171704974,1895.987938202043
1672128,2500,2500,2500,586,586,547,544.35,497.41,577.41,1,45.432227,12.350006,3.7,170126,15080100,11,1374796.3792138735,5689825.390418609,1374801.193464931,5689830.128697665,6.754872438992471,10.0,3477.6786293824302,0.5,3857,1374778.7298271714,5689855.839254071,1898.0288294164693
1673606,2500,2500,2500,529,529,550,544.24,497.46,577.46,1,45.43222,12.35002,3.52,170126,15080200,11,1374797.9376867446,5689824.280003697,1374801.5256161566,5689829.755027536,6.545924190678109,10.0,3477.6786293824302,0.5,3857,1374780.1871721554,5689854.410484479,1900.0697206308957
1675105,2500,2500,2500,502,502,547,544.57,497.51,577.51,1,45.432208,12.350046,3.72,170126,15080400,11,1374800.8319935051,5689822.376435591,1374804.3761761433,5689827.740840708,6.4294690941003,10.0,3477.6786293824302,0.5,3857,1374781.6445171393,5689852.981714887,1902.110611845322
1676532,2500,2500,2500,486,486,539,544.27,497.57,577.57,1,45.432201,12.350058,4.24,170126,15080500,11,1374802.1678273946,5689821.26602105,1374806.0357079254,5689826.624948648,6.608979104538098,10.0,3477.6786293824302,0.5,3857,1374783.1018621232,5689851.552945295,1904.1515030597484
1678021,2500,2500,2500,391,391,544,544.77,497.63,577.63,1,45.432197,12.35007,4.44,170126,15080600,11,1374803.503661284,5689820.631498518,1374807.280356762,5689825.788029603,6.391654054880017,10.0,3477.6786293824302,0.5,3857,1374784.5592071072,5689850.124175703,1906.1923942741746
1679448,2500,2500,2500,426,426,540,544.35,497.68,577.68,1,45.43218,12.350097,4.61,170126,15080800,11,1374806.5092875354,5689817.934778256,1374810.599420326,5689823.556245482,6.951983890191769,10.0,3477.6786293824302,0.5,3857,1374786.016552091,5689848.695406111,1908.233285488601
1680944,2500,2500,2500,495,495,547,545.23,497.74,577.74,1,45.432174,12.350111,4.48,170126,15080900,11,1374808.0677604063,5689816.982994828,1374812.2589521082,5689822.4403534215,6.881050115798549,10.0,3477.6786293824302,0.5,3857,1374787.473897075,5689847.266636519,1910.2741767030273
1682419,2500,991,2500,576,576,551,545.97,497.8,577.8,1,45.432164,12.350134,3.85,170126,15081100,11,1374810.628108695,5689815.39668934,1374815.0875454252,5689820.391878233,6.696154720086673,10.0,3477.6786293824302,0.5,3857,1374788.931242059,5689845.837866927,1912.3150679174535
1683821,2500,2500,2500,508,508,547,545.71,497.86,577.86,1,45.432163,12.350147,3.57,170126,15081200,11,1374812.0752620753,5689815.238058806,1374816.1896487472,5689819.374552091,5.834274108813542,10.0,3477.6786293824302,0.5,3857,1374790.063489851,5689844.151285258,1914.35595913188
1685285,2500,2500,2500,543,543,547,545.6,497.92,577.92,1,45.432157,12.350177,3.26,170126,15081400,11,1374815.414846799,5689814.286275663,1374818.3938553918,5689817.339899804,4.2660417935325645,10.0,3477.6786293824302,0.5,3857,1374791.1226677657,5689842.406756928,1916.396850346306
1686736,2500,2500,2500,523,523,549,546.04,497.99,577.99,1,45.432153,12.350191,4.69,170126,15081500,11,1374816.9733196702,5689813.651753627,1374819.4959587138,5689816.32257366,3.673824627559922,10.0,3477.6786293824302,0.5,3857,1374792.1818456803,5689840.662228598,1918.4377415607325
1688208,2500,2500,2500,426,426,544,545.3,498.05,578.05,1,45.432144,12.35022,3.72,170126,15081700,11,1374820.201584903,5689812.224079207,1374822.0208069214,5689814.752072402,3.114533407996372,10.0,3477.6786293824302,0.5,3857,1374793.3255353156,5689838.980118483,1920.4786327751588
1689692,2500,2500,2500,500,500,543,545.25,498.1,578.1,1,45.432139,12.350234,4.28,170126,15081800,11,1374821.7600577744,5689811.430926847,1374823.3623237389,5689814.081313993,3.097064455646478,10.0,3477.6786293824302,0.5,3857,1374794.6814296374,5689837.454737371,1922.5195239895852
1691136,2500,2500,958,411,411,546,545.56,498.16,578.16,1,45.432135,12.350254,2.3,170126,15082000,11,1374823.98644759,5689810.796405014,1374825.151012829,5689813.186969448,2.659137174034248,10.0,3477.6786293824302,0.5,3857,1374796.0373239592,5689835.929356258,1924.5604152040114
1692585,2500,2500,2500,437,437,548,545.84,498.22,578.22,1,45.43213,12.350265,2.43,170126,15082100,11,1374825.210961989,5689810.003252781,1374826.4925296465,5689812.516211039,2.82088193113732,10.0,3477.6786293824302,0.5,3857,1374797.393218281,5689834.403975147,1926.6013064184378
1694065,2500,2500,912,535,535,548,546.07,498.28,578.28,1,45.432121,12.350289,3.35,170126,15082300,11,1374827.882629768,5689808.575578942,1374829.1755632816,5689811.1746942215,2.902942870062831,10.0,3477.6786293824302,0.5,3857,1374798.7491126028,5689832.878594034,1928.642197632864
1695522,2500,2500,1132,418,418,545,546.07,498.35,578.35,1,45.432118,12.350299,2.61,170126,15082400,11,1374828.9958246758,5689808.099687712,1374830.9487050655,5689810.254391288,2.9080043530962243,10.0,3477.6786293824302,0.5,3857,1374800.1050069248,5689831.353212923,1930.6830888472903
1696934,2500,2500,2500,498,498,544,545.17,498.4,578.4,1,45.432115,12.35031,2.2,170126,15082500,11,1374830.2203390747,5689807.623796509,1374831.7650452675,5689809.676979926,2.569373341705301,10.0,3477.6786293824302,0.5,3857,1374801.4609012466,5689829.82783181,1932.7239800617167
1698432,2500,872,2500,523,523,548,545.85,498.46,578.46,1,45.432106,12.350332,2.87,170126,15082700,11,1374832.669367872,5689806.196123049,1374833.805895772,5689808.23345152,2.3328958331321514,10.0,3477.6786293824302,0.5,3857,1374803.0847799326,5689828.6091933325,1934.764871276143
1699876,2500,2500,2500,405,405,542,544.46,498.51,578.51,1,45.432102,12.350344,2.91,170126,15082800,11,1374834.0052017616,5689805.561601584,1374835.030406075,5689807.367334477,2.0764669909627025,10.0,3477.6786293824302,0.5,3857,1374804.7783983415,5689827.470380954,1936.8057624905694
1701380,2500,2500,2500,479,479,547,545.46,498.57,578.57,1,45.43209,12.350363,2.89,170126,15083000,11,1374836.1202720865,5689803.65803746,1374837.4794266806,5689805.63510039,2.3991829937793963,10.0,3477.6786293824302,0.5,3857,1374806.4720167506,5689826.331568575,1938.8466537049956
1702762,2500,2500,2500,444,444,536,544.48,498.62,578.62,1,45.432084,12.350376,2.93,170126,15083100,11,1374837.567425467,5689802.706255551,1374838.7039369834,5689804.768983346,2.3551017776004666,10.0,3477.6786293824302,0.5,3857,1374808.1656351597,5689825.192756197,1940.887544919422
1704213,2500,2500,2500,456,456,544,545.09,498.67,578.67,1,45.432082,12.350406,3.69,170126,15083300,11,1374840.907010191,5689802.388994936,1374841.3019594194,5689803.293786275,0.9872346533465532,10.0,3477.6786293824302,0.5,3857,1374809.8592535688,5689824.053943818,1942.9284361338482
1705677,2500,2500,2500,2500,2500,540,543.71,498.72,578.72,1,45.432081,12.350418,3.15,170126,15083400,11,1374842.2428440803,5689802.230364632,1374842.662085723,5689802.661614895,0.6014485381308927,10.0,3477.6786293824302,0.5,3857,1374811.552871978,5689822.91513144,1944.9693273482746
1707166,2500,2500,2500,2500,2500,538,543.38,498.76,578.76,1,45.432077,12.350439,2.33,170126,15083600,11,1374844.5805533868,5689801.595843449,1374844.9289628945,5689801.607995927,0.3486213816583361,10.0,3477.6786293824302,0.5,3857,1374813.246490387,5689821.776319061,1947.0102185627009
1708654,2500,2500,2500,2500,2500,542,543.01,498.79,578.79,1,45.432075,12.35045,2.33,170126,15083700,11,1374845.8050677858,5689801.278582875,1374845.8357137633,5689801.18654834,0.0970027395763918,10.0,3477.6786293824302,0.5,3857,1374814.8900636875,5689820.574169069,1949.051109777127
1710138,2500,2500,2500,2500,2500,542,543.38,498.83,578.83,1,45.432066,12.350472,2.87,170126,15083900,11,1374848.254096583,5689799.850910426,1374848.126904796,5689800.195173775,0.3670081796489612,10.0,3477.6786293824302,0.5,3857,1374816.389717582,5689819.189873166,1951.0920009915535
1711598,2500,2500,2500,2500,2500,541,542.2,498.86,578.86,1,45.432062,12.350485,3.76,170126,15084000,11,1374849.7012499634,5689799.216389413,1374849.5554090096,5689799.738052427,0.5416658414748328,10.0,3477.6786293824302,0.5,3857,1374817.8893714766,5689817.805577263,1953.1328922059797
1713057,2500,2500,2500,2500,2500,539,541.61,498.89,578.89,1,45.432054,12.350511,3.13,170126,15084200,11,1374852.595556724,5689797.947347518,1374852.622061598,5689798.09133378,0.1464054373991894,10.0,3477.6786293824302,0.5,3857,1374819.3890253713,5689816.421281361,1955.1737834204062
1714456,2500,2500,2500,445,445,547,542.34,498.91,578.91,1,45.432049,12.350525,4.32,170126,15084300,11,1374854.154029595,5689797.154196424,1374854.325220843,5689797.043235783,0.2040066353547632,10.0,3477.6786293824302,0.5,3857,1374821.0330390611,5689815.245956332,1957.2146746348324
1715905,2500,2500,2500,501,501,549,542.37,498.94,578.94,1,45.432043,12.350536,3.52,170126,15084400,11,1374855.3785439937,5689796.202415205,1374855.602590277,5689796.257162286,0.2306382015704964,10.0,3477.6786293824302,0.5,3857,1374822.8584676571,5689814.333242035,1959.2555658492588
1717361,2500,2500,2500,2500,2500,532,541.77,498.96,578.96,1,45.432032,12.350555,3.52,170126,15084600,11,1374857.4936143188,5689794.457483234,1374857.7247024255,5689794.936535175,0.5318763722238531,10.0,3477.6786293824302,0.5,3857,1374824.6838962534,5689813.420527736,1961.296457063685
1718824,2500,2500,2500,684,684,543,541.64,498.99,578.99,1,45.432026,12.350566,3.44,170126,15084700,11,1374858.7181287175,5689793.505702302,1374858.9606510983,5689794.086820462,0.6296947046702712,10.0,3477.6786293824302,0.5,3857,1374826.5093248494,5689812.507813438,1963.3373482781114
1720350,2500,2500,2500,788,788,543,542.68,499.01,579.01,1,45.43202,12.350591,3.2,170126,15084900,11,1374861.5011159875,5689792.553921471,1374861.020565553,5689792.670629275,0.4945193942174732,10.0,3477.6786293824302,0.5,3857,1374828.3347534453,5689811.59509914,1965.3782394925377
1721827,2500,271,2500,719,271,536,541.48,499.04,579.04,1,45.432018,12.350605,2.83,170126,15085000,11,1374863.0595888586,5689792.236661216,1374862.7345506132,5689791.640422606,0.6790805117475418,10.0,3477.6786293824302,0.5,3857,1374830.1601820413,5689810.682384842,1967.4191307069639
1723343,2500,2500,2500,2500,2500,538,541.09,499.06,579.06,1,45.432012,12.350634,3.91,170126,15085200,11,1374866.2878540915,5689791.284880521,1374865.7354985373,5689789.839853852,1.5469966811709186,10.0,3477.6786293824302,0.5,3857,1374831.8809809065,5689809.594976669,1969.4600219213903
1724854,2500,2500,2500,2500,2500,535,539.47,499.07,579.07,1,45.432007,12.350647,4.28,170126,15085300,11,1374867.735007472,5689790.4917300185,1374867.021619076,5689789.068181529,1.5922981210595992,10.0,3477.6786293824302,0.5,3857,1374833.5471964125,5689808.416433995,1971.5009131358165
1726359,2500,2500,2500,2500,2500,537,539.26,499.07,579.07,1,45.432001,12.350672,2.91,170126,15085500,11,1374870.5179947417,5689789.539949507,1374869.5810274256,5689787.503809869,2.241377339384889,10.0,3477.6786293824302,0.5,3857,1374835.2134119184,5689807.237891319,1973.541804350243
1727802,2500,2500,2500,2500,2500,540,538.53,499.07,579.07,1,45.431995,12.350687,3.39,170126,15085600,11,1374872.1877871037,5689788.588169098,1374871.6561463538,5689786.122748901,2.522090131925635,10.0,3477.6786293824302,0.5,3857,1374836.8796274243,5689806.059348645,1975.5826955646692
1729220,2500,2500,2500,2500,2500,534,537.75,499.06,579.06,1,45.431992,12.350703,2.43,170126,15085800,11,1374873.9688989562,5689788.112278931,1374872.376912813,5689785.429704228,3.119395280249326,10.0,3477.6786293824302,0.5,3857,1374838.5458429302,5689804.880805969,1977.6235867790956
1730650,2500,2500,2500,2500,2500,539,537.91,499.05,579.05,1,45.431992,12.350706,0.0,170126,15085900,11,1374874.3028574288,5689788.112278931,1374872.0165295834,5689785.776226565,3.2687055039509594,10.0,3477.6786293824302,0.5,3857,1374840.2568545449,5689803.779539245,1979.6644779935218
1732047,145,2500,2500,2500,145,540,538.02,499.04,579.04,1,45.431992,12.350711,0.0,170126,15090100,11,1374874.8594548828,5689788.112278931,1374872.376912813,5689785.429704228,3.655026971546616,10.0,3477.6786293824302,0.5,3857,1374842.1076054377,5689802.919331083,1981.7053692079483
