place_id,place_title,avg_sentiment,review_count,lat,lng,geometry,x_3857,y_3857
ChIJVyH5Aa2vfkcR88KDG9Mz_Ps,Elisir Hair Specialist,0.0,1,45.4038416,12.3629618,POINT (12.362961799999999 45.4038416),1376238.612272693,5685323.7259877985
ChIJW17o1M6xfkcRZXpignb2aWE,Ristorante Dallo Zio Santa Margherita,0.9734,1,45.4338367,12.3237839,POINT (12.323783899999999 45.4338367),1371877.3483943432,5690080.741917076
ChIJW49oVzX9MIgRI6UcTJPfZ8s,Cleveland Clinic - South Pointe Hospital,0.992,1,41.4476748,-81.5376019,POINT (-81.5376019 41.4476748),-9076724.324012656,5078599.5401003845
ChIJW5Is2tmxfkcRVox5WQxcXSw,UniCredit,-0.08895,2,45.4349543,12.3386746,POINT (12.3386746 45.4349543),1373534.9735358984,5690258.034412874
ChIJW9rQENqxfkcRN7vDMpQjRMQ,Allianz Venezia Centro Storico,0.0,1,45.4359588,12.3358731,POINT (12.335873099999999 45.435958799999995),1373223.1119824413,5690417.388081927
ChIJWQl1bc05W4YR4pK_YauK6gc,Baylor Scott & White Medical Center ¨C Lakeway,0.9901,1,30.3320308,-97.9712915,POINT (-97.97129149999999 30.3320308),-10906114.282139372,3546301.1041859062
ChIJWS6oXBW0fkcRdUD5S_Zc6As,Sparkasse - Cassa di Risparmio di Bolzano,0.4215,1,45.4917482,12.2446934,POINT (12.2446934 45.491748199999996),1363073.0342077576,5699272.26481854
ChIJWTd6XM-xfkcRmJ-rlCTGBPE,Elitre Concept Store,0.0,16,45.4397508,12.336595,POINT (12.336594999999999 45.4397508),1373303.4735228447,5691018.975733006
ChIJWVWq-PexfkcRP8_ItCDb3GE,Charlotte Tilbury,0.2103625,8,45.4387378,12.337038,POINT (12.337038 45.4387378),1373352.788057266,5690858.262838129
ChIJWWUC3UixfkcRh1qGMpqX-gM,Royal Garden,0.15195,12,45.4329859,12.3382939,POINT (12.3382939 45.4329859),1373492.5942057534,5689945.776075242
ChIJWfFtumOufkcRGp-cIfHJCaU,Al Bacan,0.6249,1,45.4447173,12.3925664,POINT (12.3925664 45.4447173),1379534.1812698313,5691806.954893779
ChIJXTmSYQ60fkcR3QS8h5HcUTE,Cadoro - Mestre,0.5678,16,45.4840742,12.2575794,POINT (12.2575794 45.484074199999995),1364507.4971661197,5698053.729893087
ChIJXVfGHACxfkcRZMDpSM-xppo,Trattoria Ai Botteri,-0.0011499999999999,2,45.4395724,12.3328252,POINT (12.3328252 45.439572399999996),1372883.8213064522,5690990.672285333
ChIJXWrM09uxfkcRXYI2xznmWUY,Banca Generali Private - Ceccato Andrea,-0.296,2,45.4366852,12.3412279,POINT (12.3412279 45.4366852),1373819.2055917408,5690532.625792715
ChIJXayxWMexfkcREgYxY5-9aXM,Bistrot Santa Lucia,0.44432,10,45.4406573,12.3204551,POINT (12.3204551 45.4406573),1371506.7880733905,5691162.794802441
ChIJXbGllwKzfkcRTqBSt2ebVZg,Passeggiata delle Barene - Campalto,0.0,8,45.4825061,12.3030537,POINT (12.3030537 45.482506099999995),1369569.6730863003,5697804.755710845
ChIJXbTnv9CxfkcRd4V3lDUhSQw,Restaurant Anonimo Veneziano,0.5850571428571428,7,45.4341177,12.3345948,POINT (12.3345948 45.434117699999994),1373080.8122773601,5690125.3185295025
ChIJXwhJN-2xfkcRJoCauo4AqCo,Minimarket Coop,0.401475,16,45.4253439,12.3257522,POINT (12.3257522 45.4253439),1372096.4585480713,5688733.585939525
ChIJXximjS-xfkcRYzL-q5sK2Uc,e???e??1 Nails Venezia e???e??1,0.9509,1,45.4410002,12.3365406,POINT (12.3365406 45.4410002),1373297.4177425455,5691217.197565741
ChIJY5t8gMSxfkcRsOdTo2yDALc,MAJER San Stae,0.2505,14,45.4404648,12.3295542,POINT (12.329554199999999 45.4404648),1372519.6952520674,5691132.253880169
ChIJY6qc-he0fkcR2-y33m1bdV4,Pam,0.9551,2,45.4845451,12.2414303,POINT (12.2414303 45.4845451),1362709.7875773502,5698128.498124782
ChIJYQuk5MOxfkcR5OlqXel1QnM,Pizzeria fantasia,-0.3060333333333333,3,45.436263,12.32011,POINT (12.32011 45.436263),1371468.3717171175,5690465.6468656305
ChIJYYswjyeufkcRLPRQ-ljnlH4,Wine Bar 5000,0.5637833333333334,12,45.4359443,12.3433909,POINT (12.3433909 45.435944299999996),1374059.9896503268,5690415.087784795
ChIJYdb3IsW_yIARUtA4qqyfMl4,Summerlin Hospital Medical Center,-0.9878,1,36.1809199,-115.3174232,POINT (-115.3174232 36.1809199),-12837076.83021643,4325544.312336405
ChIJYypwqfuvfkcRIE4hNBusim4,Centro Estetico Vanity Point,0.0084875,16,45.417101,12.3723621,POINT (12.3723621 45.417100999999995),1377285.048881997,5687426.263726022
ChIJZ3MTxtmxfkcRBj8O024av2I,Fonderia Artistica Valese,0.7644,2,45.4353087,12.3380699,POINT (12.338069899999999 45.4353087),1373467.6586398159,5690314.256030606
ChIJZ5wDtMGxfkcR7AqGm21ZwYI,Gam Gam Goodies,0.8545846153846154,13,45.4444051,12.3253673,POINT (12.3253673 45.4444051),1372053.6116760653,5691757.4195586825
ChIJZVKC3e-xfkcRX41yN-IsSrU,POKE a pu¨¤,0.641,2,45.4354319,12.3352854,POINT (12.3352854 45.4354319),1373157.6895177017,5690333.800422861
ChIJZdldC-CxfkcRerZ75BImlNU,Bar Santa Croce,-0.0779166666666666,24,45.4405928,12.3226451,POINT (12.322645099999999 45.4405928),1371750.5777582277,5691152.561598695
ChIJZe8_2BGvfkcRQlLkghdNitQ,Frutta Verdura,0.0,8,45.4368948,12.3474261,POINT (12.3474261 45.4368948),1374509.1860595758,5690565.877478428
ChIJZeQ1un2xfkcRNH4qPvwAiZs,Bialetti,0.449625,8,45.4364858,12.335777,POINT (12.335777 45.4364858),1373212.4141793759,5690500.992385735
ChIJZxKM0fexfkcRM4GhYMtPqz8,12oz,0.9080666666666666,6,45.4410815,12.3343657,POINT (12.3343657 45.441081499999996),1373055.308982019,5691230.09625715
ChIJ_15pzcWxfkcRB5SjgCkaT30,Ai Do Scaini,0.8725999999999999,24,45.437988,12.3235066,POINT (12.3235066 45.437988),1371846.479499546,5690739.308597016
ChIJ_1PlaESvfkcR3D6RNP89Vcc,Savor Restaurant & Bar,0.8007,5,45.4263581,12.362793,POINT (12.362793 45.426358099999995),1376219.821542647,5688894.451034933
ChIJ_1sIlcaxfkcRoCg9GfYmL6o,Conad,0.30755,4,45.4398813,12.3246168,POINT (12.3246168 45.439881299999996),1371970.0663982246,5691039.679825116
ChIJ_QT-pA2xfkcRdVgAGpAIgwU,Tocco di Gio',0.0,1,45.4390621,12.3233978,POINT (12.323397799999999 45.4390621),1371834.3679389479,5690909.712861557
ChIJ_Qc7CUKvfkcRG_u6p4XTkxY,Trattoria Dai Fioi (Venezia Biennale),0.7935,4,45.4312123,12.3566521,POINT (12.3566521 45.4312123),1375536.2196816346,5689664.429282234
ChIJ_RRIbDCufkcRLFbrgmlsbvU,InCoop,0.0598999999999999,12,45.4386551,12.3397485,POINT (12.339748499999999 45.4386551),1373654.5195370615,5690845.142574202
ChIJ_SCkdchKW4YRq0xySTns5-g,Arise Austin Medical Center,0.9856,1,30.270909,-97.7959815,POINT (-97.7959815 30.270909),-10886598.862208402,3538420.4170592376
ChIJ_UsVvgKufkcRQNyG1qo7iQY,Elle Elle - NasonMoretti store,0.5617875,16,45.4536285,12.3521303,POINT (12.352130299999999 45.4536285),1375032.8552081657,5693220.969528876
ChIJ_UuIyGuxfkcR6ACizrTk2-4,Crai,0.8419,1,45.4310757,12.3287781,POINT (12.3287781 45.4310757),1372433.3001952628,5689642.760742793
ChIJ_____y-7fkcRjp7YvX0KzIg,Swarovski Store Venezia,0.963,1,45.4371597,12.3365984,POINT (12.3365984 45.437159699999995),1373303.8520091134,5690607.902328525
ChIJ__n6NtexfkcR07WqlXS5enA,San Marco square suite,0.9903,1,45.4336802,12.3363906,POINT (12.3363906 45.4336802),1373280.7198189264,5690055.91553699
ChIJ_x90hZ22fkcRy8R0oL1L_mM,UniCredit,0.0,1,45.4749979,12.227787,POINT (12.227787 45.4749979),1361191.0223686101,5696612.741556785
ChIJ_yJSY7q2fkcRGo6nLXPNz5Q,'80 Ristorante Snakbar,0.0865125,8,45.4617711,12.242133,POINT (12.242132999999999 45.4617711),1362788.0117835307,5694513.219342291
ChIJa-BzWdmxfkcRGvz0MBzI7vE,Palais Royal Restaurant Venezia,0.9098833333333332,6,45.432971,12.3346522,POINT (12.334652199999999 45.432970999999995),1373087.2020161317,5689943.412446164
ChIJa4i06OmxfkcR5HrNoTI1YBU,Minimarket Coop,0.3883857142857143,7,45.4399133,12.3459693,POINT (12.3459693 45.4399133),1374347.0158253883,5691044.756697925
ChIJa4mz6ZixfkcRc_Zsi3ZwG2c,Bar Laguna,0.6908428571428571,14,45.4434014,12.3249145,POINT (12.3249145 45.4434014),1372003.206210634,5691598.168962973
ChIJa6XGEwCtfkcR0-Zd3GbuMbA,Trattoria Cafe Vecio,0.0676,7,45.4855448,12.4150678,POINT (12.4150678 45.4855448),1382039.025659967,5698287.229865798
ChIJaQ4b4yWufkcRBD__9QvA8c4,Trattoria Al Vecio Portal Laguna e Oltre,0.3188666666666666,3,45.4341185,12.3478439,POINT (12.347843899999999 45.4341185),1374555.6953428292,5690125.445438324
ChIJaRylF92xfkcRhnBbKdBPPOI,Vini da Gigio,0.9919,1,45.4419862,12.3337558,POINT (12.333755799999999 45.441986199999995),1372987.4152245845,5691373.633133965
ChIJaSb0QtuxfkcRhcjNEiAIlYM,Trattoria Antica Torre,0.9751,1,45.4391516,12.3335444,POINT (12.3335444 45.439151599999995),1372963.8822842308,5690923.912041273
ChIJaTrFFtqxfkcRMOOvoNuWdxk,Ostaria A La Campana,0.75025,8,45.4361111,12.3358333,POINT (12.3358333 45.4361111),1373218.6814667075,5690441.549169586
ChIJaVfiUQCxfkcRNl7dDfDuBL4,Restaurant Gheni,0.9597,7,45.4448643,12.3222439,POINT (12.3222439 45.4448643),1371705.9163785214,5691830.278801194
ChIJaY6LaNKxfkcRCS3ILBTAWWs,La Bottega Del Gusto Snc,0.94075,2,45.4359033,12.3251638,POINT (12.325163799999999 45.4359033),1372030.9581596886,5690408.583499549
ChIJaaqepfyxfkcRsenoIJmo2Lc,Minimarket Alba,0.18275,8,45.4364122,12.3421955,POINT (12.342195499999999 45.4364122),1373926.9183310324,5690489.3162918445
ChIJabgg9sWxfkcRuMtUubUcDHk,Parrucchiere New Jolly Style - San Polo,-0.131,2,45.4362644,12.3256111,POINT (12.3256111 45.4362644),1372080.7513679205,5690465.868964513
ChIJacRQuieufkcRX1B3z1zJAhY,Trattoria da Remigio,0.8858,1,45.4356548,12.3450638,POINT (12.3450638 45.435654799999995),1374246.2160264747,5690369.161286442
ChIJacYSXebLJIgR54xiFvu4Ink,DMC Sinai Grace Hospital,0.9793,1,42.4186203,-83.1822091,POINT (-83.1822091 42.4186203),-9259801.160071606,5223894.470288646
ChIJaxvIGXi3fkcRUTUsJcL9PKU,Trattoria Pilla,0.17,2,45.4692981,12.2559337,POINT (12.2559337 45.469298099999996),1364324.2986801213,5695707.937996029
ChIJazbyCYn7MIgRdkhctv0ceQI,UH Seidman Cancer Center,0.1538,2,41.5075431,-81.6060473,POINT (-81.6060473 41.5075431),-9084343.631087797,5087494.867719814
ChIJb-uRbACvfkcRO4K-Wdti2eQ,Bacarandino Bistrot,0.7376,1,45.4350866,12.3475338,POINT (12.347533799999999 45.4350866),1374521.1751687343,5690279.022294897
ChIJb0NF3tGxfkcR67J6HLy6w6Y,Skill¨¤ Bar,0.8995285714285713,14,45.4348155,12.3237916,POINT (12.3237916 45.4348155),1371878.2055544222,5690236.015433074
ChIJb3ehVVKsfkcRVhDUW6BQ7CM,Laguna Bar,0.6220571428571429,14,45.4850769,12.4177532,POINT (12.4177532 45.485076899999996),1382337.9630205433,5698212.9366456475
ChIJb5QSdtmxfkcR23dn2HDi6bs,Minimarket Coop,0.1942166666666666,6,45.4369872,12.3398597,POINT (12.3398597 45.4369872),1373666.8982644377,5690580.536180632
ChIJb6_r1tCxfkcRxSO4Rg2v_Q8,BVLGARI Venice Store,-0.296,1,45.4333573,12.3365313,POINT (12.336531299999999 45.4333573),1373296.3824712813,5690004.692507721
ChIJb7t-a8-xfkcRXPD2HxP6ztQ,La Casa Di Loto,0.9402,1,45.4353904,12.3260452,POINT (12.3260452 45.435390399999996),1372129.0751588738,5690327.216876875
ChIJbT6kHd2xfkcRo-v5gtCDK5U,BEAUTY BOX - massaggio & benessere,0.8976375,16,45.4423167,12.3355306,POINT (12.3355306 45.4423167),1373184.9850568443,5691426.069805886
ChIJbTulA7CvfkcRUV-hZrepsp8,Estetica Diadema,0.19475,16,45.4127137,12.3697399,POINT (12.369739899999999 45.4127137),1376993.1469132388,5686730.516682686
ChIJbU3sdpWxfkcRA5YX6LhhAZ8,Trattoria da Mimmo,0.9747,2,45.4438159,12.3275655,POINT (12.327565499999999 45.4438159),1372298.314180727,5691663.934657123
ChIJbWiDIEOvfkcRpla-q89gLUk,CapRicci Hairstyle,0.0,4,45.4019721,12.3615347,POINT (12.3615347 45.401972099999995),1376079.7482273818,5685027.319819908
ChIJbZwZASI_zoARkznZz0bdTEg,Valley View Medical Center,0.4449428571428571,21,35.0032131,-114.5967415,POINT (-114.5967415 35.003213099999996),-12756850.9103484,4164317.800093252
ChIJbxczY7-zfkcReXAAWEb9FWs,Da Vittoria La Trattoria - Ristorante Campalto (Venezia),0.8453714285714286,14,45.4875046,12.2952296,POINT (12.295229599999999 45.4875046),1368698.6982583848,5698598.413858759
ChIJby1HxGq0fkcRPNZSKpGqkSI,Estetica Beauty Care,0.1556624999999999,16,45.4337182,12.3324571,POINT (12.3324571 45.4337182),1372842.8446018912,5690061.94366129
ChIJc23QerOxfkcRFTFhNertMW0,MARCIANINO l¡¯Osteria,0.66182,10,45.4451705,12.3291067,POINT (12.329106699999999 45.445170499999996),1372469.8797799374,5691878.86253683
ChIJc2rTEACxfkcR_CzHFrzshtU,Moro Cafe,0.9482333333333334,12,45.4319384,12.3297212,POINT (12.3297212 45.4319384),1372538.28560703,5689779.609712216
ChIJc3YsQcKxfkcR5S2GKMJNiRY,Cannabis Store Jamaica Venezia,0.3179714285714285,14,45.4438306,12.3297648,POINT (12.3297648 45.4438306),1372543.1391368285,5691666.267007862
ChIJc4KVM8-xfkcRjPZZdNF2nEs,Al Fontego Bar & Restaurant,0.8038857142857143,7,45.434805,12.3242899,POINT (12.3242899 45.434805),1371933.6760566845,5690234.349734355
ChIJc639NwCtfkcRKDaBGMN1skU,STORE CERAMIC HANDMADE,0.8547,2,45.4843091,12.4168379,POINT (12.416837899999999 45.4843091),1382236.0722906205,5698091.026603296
ChIJc9YTJMKxfkcR2Z_SnKVPJRw,Banco BPM,0.0,2,45.4440311,12.3289652,POINT (12.328965199999999 45.4440311),1372454.1280719903,5691698.079063318
ChIJcRGY8B-xfkcRG1ZPgrqamJY,CaC?? Beautiful People,0.9595,12,45.4363109,12.3269917,POINT (12.326991699999999 45.436310899999995),1372234.4390569099,5690473.245823392
ChIJcWVUeACxfkcR4LUbwtXvF8U,Bar,-0.45585,16,45.4415338,12.3225856,POINT (12.3225856 45.441533799999995),1371743.9542485254,5691301.856475007
ChIJcWZsF6ixfkcRGcBjQ2wdWHU,Aquila Restaurant - Wine Bar,0.7487857142857143,7,45.4422661,12.3234721,POINT (12.3234721 45.4422661),1371842.6389771139,5691418.041660103
ChIJcZdwNwyvfkcRp1Vr837WVNM,Giardini Napoleonici,0.6403,2,45.430083,12.3553239,POINT (12.3553239 45.430082999999996),1375388.365133963,5689485.292632192
ChIJcez3aGSxfkcRXq36muA9vrQ,USATA by MarcoPolo,0.34,1,45.4338633,12.3229116,POINT (12.3229116 45.4338633),1371780.244402524,5690084.961615359
ChIJcwAKSpGzfkcRV1aVaqrLW-c,Punto De Oro | Restaurant and Lounge Bar,0.9375142857142856,7,45.4894638,12.2811441,POINT (12.281144099999999 45.489463799999996),1367130.7075708162,5698909.513403536
ChIJd9XzdQCxfkcRiCs-rbwACRY,ALAM STORE,0.0,1,45.4423828,12.3084797,POINT (12.3084797 45.4423828),1370173.6926433446,5691436.557177132
ChIJdQaKbtuxfkcRXCDnSwvWAZ0,Trattoria Rialto Novo,0.9401333333333332,6,45.438385,12.3348865,POINT (12.3348865 45.438385),1373113.2841728246,5690802.291640609
ChIJdUZ16MwN1oYRB6ez9xoSQAU,Oro Valley Hospital,0.4867125,16,32.4291928,-110.9485214,POINT (-110.94852139999999 32.429192799999996),-12350732.906514617,3819781.6480961316
ChIJdUhLjiS0fkcRgF5gmnGl4h8,Soul Kitchen Caf¨¦,0.6431666666666667,12,45.4828063,12.2324849,POINT (12.2324849 45.4828063),1361713.9902044078,5697852.419258106
ChIJdXb39K6vfkcRJwJn2F2Yir4,Fashion Studio Di Vianello Sara,0.052725,16,45.4166889,12.3716958,POINT (12.3716958 45.4166889),1377210.8767052812,5687360.909761568
ChIJd_w4JSaufkcRatSy85NfLA8,Caff¨¨ Girani Antica torrefazione veneziana,0.417475,8,45.4344829,12.3463595,POINT (12.3463595 45.4344829),1374390.4526906956,5690183.252593781
ChIJdcAdvTuxfkcR3DKeftJAUTw,Bacaromi Restaurant,0.8534285714285714,7,45.4282143,12.3199681,POINT (12.319968099999999 45.4282143),1371452.575481374,5689188.875588273
ChIJe071Y9CxfkcRhIlbT2KwbVM,Caffe Brasilia,0.49366,10,45.4346547,12.3330891,POINT (12.333089099999999 45.434654699999996),1372913.1985200727,5690210.506480961
ChIJe4j2A7CvfkcR_HQpwAxbjQA,Parrucchiera Orlandina,0.9123,1,45.4126272,12.3696731,POINT (12.3696731 45.412627199999996),1376985.7107712538,5686716.799878393
ChIJe63d8hq0fkcRe0gIC_2t6rM,Laguna Restaurant,0.068025,8,45.4815341,12.2490286,POINT (12.249028599999999 45.4815341),1363555.626464245,5697650.430444806
ChIJe9BAsAZ-wokRwJIsGnttpsc,Nassau University Medical Center,0.9904,1,40.7265522,-73.553618,POINT (-73.553618 40.7265522),-8187951.301762961,4972091.459073007
ChIJe9TiZdexfkcRbBTs1D2xSYY,Alajmo S.p.A.,-0.0989249999999999,8,45.4343187,12.3380624,POINT (12.3380624 45.4343187),1373466.8237436349,5690157.204427583
ChIJeRPKr02xfkcRYceaOpL8S3Q,Nana Nail,0.0,1,45.4390335,12.318357,POINT (12.318356999999999 45.4390335),1371273.228649757,5690905.175474797
ChIJeWFfstCxfkcRjFUpqkCiYrc,Da Cherubino,0.93325,4,45.4344262,12.3358072,POINT (12.3358072 45.4344262),1373215.776027998,5690174.257877397
ChIJeyRsG9KxfkcR9jpSGhYrUP8,Parrucchiera Monica,0.0,1,45.4306885,12.3292313,POINT (12.3292313 45.430688499999995),1372483.7501884901,5689581.340394776
ChIJf3vZsCeufkcR-hNEnaG0fRc,Trattoria da Denis,0.9677,1,45.4356443,12.3458199,POINT (12.345819899999999 45.4356443),1374330.3846934636,5690367.495562948
ChIJf4FJjIuvfkcRUFZ3rQxp4dM,Pavis Gabriella,0.0,3,45.4021246,12.3616862,POINT (12.3616862 45.4021246),1376096.613130237,5685051.498078121
ChIJfTGsbW-xfkcR9fcNaXdiXKc,Venice Duck Store - The Original,0.9678,1,45.4377938,12.3372037,POINT (12.3372037 45.4377938),1373371.2336968908,5690708.499420719
ChIJfZWrxHGxfkcRn7_gXYQSyS0,1000 Coffee & Bakery,0.8638142857142858,14,45.4432672,12.3311564,POINT (12.3311564 45.4432672),1372698.0513402163,5691576.876530561
ChIJfZaizIK2fkcR8Jk_dyZsGYM,Trattoria reale,0.0,1,45.4744661,12.2236097,POINT (12.223609699999999 45.4744661),1360726.0074597197,5696528.318139161
ChIJfaN4FMSxfkcRL57fL05B6Zc,Stationary Store Venice Campo San Giacomo,0.0,1,45.4397503,12.327576,POINT (12.327575999999999 45.4397503),1372299.4830353803,5691018.896407076
ChIJfamC--exfkcR10kgZDnauVU,Mercatino Solidale Parrocchia San Luca Venezia,0.7506,1,45.4356974,12.333654,POINT (12.333654 45.435697399999995),1372976.0829004217,5690375.919367788
ChIJfbnmFxa0fkcRbxikCLTOeUs,ITAL INDIA Restaurant Halal Foods,0.9358857142857142,14,45.4461591,12.3261062,POINT (12.3261062 45.446159099999996),1372135.8656478124,5692035.722211089
ChIJffrW0wOufkcRYt8tkx0uTIA,Rivalonga Caf¨¦,0.96255,2,45.4563001,12.3555953,POINT (12.3555953 45.4563001),1375418.5772437642,5693644.938178026
ChIJfx4WtsexfkcRegYtnT-z-Xo,bArCollo,0.9573833333333334,12,45.4379026,12.3218687,POINT (12.3218687 45.4379026),1371664.1493055758,5690725.760161423
ChIJg3bS4Y21RIYREr5TRa1Lf1Q,St. David's Medical Center,0.7535714285714287,14,30.2898575,-97.7260089,POINT (-97.7260089 30.2898575),-10878809.54800692,3540863.000393365
ChIJg72qEB5PE4cRXb9MmjDUdW4,UCHealth Grandview Hospital,0.8028,2,38.9108389,-104.8170133,POINT (-104.8170133 38.9108389),-11668176.547027783,4708908.045175868
ChIJg76B-tqxfkcRMS0WgmN8htM,"Stefano e Claudia Parrucchieri - Hairdressing Salon, Hairdresser Venice, Parrucchiere Centro Storico",0.74295,2,45.4371165,12.3336135,POINT (12.3336135 45.437116499999995),1372971.5744610447,5690601.048885374
ChIJg7im0o22fkcRkZjZhEOsGK0,Trattoria Pizzeria Dal Bocoeto,0.7331333333333333,3,45.460041,12.2188425,POINT (12.2188425 45.460041),1360195.3251832097,5694238.632781178
ChIJgRiAOq-vfkcRO5d3ADdMXMg,ZACCA - Icecreams - Coffees & Natural Drinks,0.90445,16,45.4345128,12.3429164,POINT (12.3429164 45.4345128),1374007.1685519454,5690187.99584292
ChIJgSMI-7exfkcR3B7nnpiROBM,Trattoria Alle Burchielle,0.9492,1,45.4369012,12.3195543,POINT (12.3195543 45.4369012),1371406.511476084,5690566.892799022
ChIJgZv3SACxfkcRKrmSRs2HXN8,Patria de la campana,-0.296,1,45.4360432,12.3357486,POINT (12.335748599999999 45.4360432),1373209.2527058374,5690430.777409384
ChIJg_bgvS-ufkcRs6s7NP-hKCM,Tratoria-Pizzeria Sottoprova,0.8398,1,45.4321456,12.3515462,POINT (12.3515462 45.4321456),1374967.8334935931,5689812.477887974
ChIJgba9G9KxfkcROZAGilD2dxM,Trattoria ai Cugnai dal 1911,0.9889,2,45.4306632,12.3293962,POINT (12.3293962 45.4306632),1372502.1067725222,5689577.327148064
ChIJgdJEZZWxfkcROxJdN-UdpCo,Parrucchiera Stefania Di Fassan Stefania,0.0,1,45.4470389,12.3205114,POINT (12.3205114 45.447038899999995),1371513.055360722,5692175.321064925
ChIJgxH9S0-vfkcRKDV8XuJl5Bs,Imperial Lido Fruits,0.0,1,45.4038965,12.3630722,POINT (12.3630722 45.403896499999995),1376250.9019444764,5685332.430441272
ChIJgxfQEduxfkcRGbPbDICznyY,Caff¨¨ del Doge,0.90295,16,45.4383149,12.3342826,POINT (12.3342826 45.438314899999995),1373046.0583323345,5690791.1704211
ChIJh2X4sd6xfkcRcrjh019fmNs,Bar Ai Miracoli,0.1843166666666666,12,45.4398245,12.3393477,POINT (12.3393477 45.4398245),1373609.9026851512,5691030.668382972
ChIJh42nfdexfkcRyfkhs18FD4c,Exchange,0.915,1,45.4335674,12.3371383,POINT (12.3371383 45.4335674),1373363.9534021926,5690038.021549823
ChIJh99wf8-xfkcReHhAJO0x94g,Crai,-0.07655,2,45.435846,12.3274285,POINT (12.3274285 45.435846),1372283.0634104882,5690399.493372234
ChIJh9Oka9qxfkcRry1r4-DvNso,Calvin Klein,0.59425,16,45.4361116,12.3351425,POINT (12.3351425 45.4361116),1373141.7819624676,5690441.6284904005
ChIJhQJBnYOL24kR67upfw1h2po,A.O. Fox Hospital,-0.3457666666666667,3,42.4578897,-75.05229159999999,POINT (-75.05229159999999 42.457889699999996),-8354782.883780282,5229817.804240233
ChIJhXOXcD6vfkcRMy5-K3G7Ea4,Coop Querini CASTELLO,0.339725,4,45.4397227,12.3458931,POINT (12.3458931 45.4397227),1374338.5332801896,5691014.517616757
ChIJhYBZl9GxfkcRF77Kkmcaz0U,The Gritti Epicurean School,0.9578,1,45.4317364,12.3334309,POINT (12.3334309 45.4317364),1372951.2475220256,5689747.566529618
ChIJhYUrbbixfkcRgx1hS4joBoc,Pullman Bar Venezia,0.30582,20,45.4379831,12.3177385,POINT (12.317738499999999 45.4379831),1371204.3775447013,5690738.531227206
ChIJhf-cMy23fkcREQzAjeREI_I,Trattoria al Cacciatore,0.2863666666666666,3,45.4277801,12.2408261,POINT (12.2408261 45.4277801),1362642.5283410128,5689120.003294712
ChIJi49FrNuxfkcRCg-gDTc2Dis,Trattoria alla Madonna,0.35695,2,45.4382262,12.3345128,POINT (12.334512799999999 45.438226199999995),1373071.684079115,5690777.098369996
ChIJi5xhTQCxfkcR-4D1rYMVGjY,Albero dell¡¯ombra,0.0,1,45.43771,12.3302,POINT (12.3302 45.437709999999996),1372591.5853792217,5690695.20486555
ChIJi6jDbMSxfkcRcSjYYJQOaYc,Restaurant Patachic(ex la patatina di san giacomo),0.9638,8,45.4399454,12.3278598,POINT (12.327859799999999 45.4399454),1372331.0755068674,5691049.849438853
ChIJiVsrmTi0fkcRuo6wYdpebEY,Fideuram - Intesa Sanpaolo Private Banking Spa,0.0,1,45.4930648,12.2389134,POINT (12.2389134 45.4930648),1362429.6075509726,5699481.341066688
ChIJiWB1GtixfkcR1g595YQMoaY,Il Ridotto Restaurant,0.8947428571428572,7,45.4351813,12.3417012,POINT (12.3417012 45.435181299999996),1373871.8931067334,5690294.045397127
ChIJiWB1GtixfkcRrDv1BlczvMk,Aciugheta,0.9469666666666666,3,45.4352047,12.3416451,POINT (12.3416451 45.4352047),1373865.6480832999,5690297.757550876
ChIJi_7bSdyxfkcROSqa8RX66ww,Frutta e Verdura Eredi di Maccanin Marco SNC,0.0,1,45.4415931,12.337797,POINT (12.337797 45.4415931),1373437.2795507782,5691311.264832759
ChIJic35_MaxfkcRvYl9zx4KzL0,Luggage Storage Venice,0.883,1,45.4393375,12.3230335,POINT (12.3230335 45.4393375),1371793.8142484517,5690953.405158043
ChIJichxUQCxfkcRoPYzaK3QQAI,Conad City Supermercato,0.074,8,45.4371769,12.3281337,POINT (12.328133699999999 45.4371769),1372361.5659153957,5690610.631015683
ChIJidUtAcKxfkcRYXhGuTpGWO0,Camuffo Canareggio,0.0,1,45.4452477,12.3288914,POINT (12.3288914 45.445247699999996),1372445.9126935697,5691891.111645701
ChIJifu7VNixfkcRqoEhCUtGJqY,Pasta & Pasta,0.957,1,45.4365141,12.3396581,POINT (12.3396581 45.4365141),1373644.4562550934,5690505.481974803
ChIJj24las6xfkcRHzEXMmBcbno,Agli Alboretti Venice Restaurant,0.9055142857142858,7,45.4306253,12.328451,POINT (12.328451 45.430625299999996),1372396.8875898242,5689571.315212682
ChIJj4nEX66vfkcR3ntDWoalN2Y,Parrucchiere Giulio,0.241675,16,45.4157515,12.3722224,POINT (12.3722224 45.4157515),1377269.4975491331,5687212.251488697
ChIJj9J9y8OxfkcRaHG5jd1zpIU,Marilyn Studio Venice,0.9738,1,45.4432358,12.3291462,POINT (12.3291462 45.4432358),1372474.276899824,5691571.8945529405
ChIJjTx4zsWxfkcRQroIXomDrkI,"""La commedia"" Original Venice Paper Mache Mask shop",0.82596,5,45.4382304,12.3263836,POINT (12.3263836 45.438230399999995),1372166.7456745584,5690777.764689842
ChIJjVe-r-KxfkcRtmt3rLj-0Zk,Bar dell Isola,-0.2082375,8,45.4519384,12.3500082,POINT (12.3500082 45.451938399999996),1374796.624116753,5692952.770058618
