place_id,place_titl,avg_sentim,review_cou,lat,lng,x_3857,y_3857
ChIJrSACbbKxfkcRL_eTzu1yb7g,R-Store Venezia | Rivenditore Autorizzato Apple e Centro Assistenza Autorizzato Apple,0.850028571428571,"7",45.443537999999997,12.330191400000000,1372590.628031600965187,5691619.842236060649157
ChIJrYJRbwCxfkcRaffYOmjwm9c,"Banchetto frutta e verdura ""di Thomas""",0.000000000000000,"2",45.437326400000003,12.341162900000000,1373811.969824839383364,5690634.348418757319450
ChIJrZkzKsqxfkcROfUnpmXBz5Y,Trattoria Anzolo Raffaele,0.961016666666667,"6",45.432126900000000,12.319237200000000,1371371.212065553292632,5689809.511498433537781
ChIJs4f3kcuxfkcR2X7NorkQ1X0,CONAD CITY,0.511140000000000,"5",45.430660000000003,12.321510099999999,1371624.230136177269742,5689576.819543866440654
ChIJs4vnNtqxfkcRQTN59YJWKE8,Banca d'Italia,0.293025000000000,"4",45.437103000000000,12.335843600000000,1373219.828057462815195,5690598.907185466028750
ChIJs53k3cCxfkcReaJAc_adKKI,Euronet ATM (Venice Art Style),-0.085666666666667,"3",45.442118399999998,12.323290099999999,1371822.378829789115116,5691394.607765870168805
ChIJvXixAQCxfkcRLiGhSFNDRyM,Trattoria DiGiorgio,0.879300000000000,"10",45.435848100000001,12.344260700000000,1374156.815343418624252,5690399.826518097892404
ChIJs7sageuxfkcRrN5CiATrh_U,W.j nail,0.040171428571428,"7",45.435552600000001,12.325045299999999,1372017.766800029668957,5690352.948257627896965
ChIJsShiVLOxfkcRgrolFYVl4Mg,Muschieri Venezia flagship store,0.896825000000000,"8",45.435067600000004,12.341046000000000,1373798.956576365511864,5690276.008159154094756
ChIJscIFPw2xfkcRR-fz7lDMMnk,Rimani Venezia,0.762700000000000,"5",45.441205699999998,12.337477800000000,1373401.746369317173958,5691249.801304999738932
ChIJtRsV2NCxfkcR010nUbkQ7xs,Moncler Venezia,0.722583333333333,"6",45.433115899999997,12.335387000000001,1373168.999577966285869,5689966.398368838243186
ChIJtSHNxt6xfkcRFPVt-xZ9s4w,Trattoria - Pizzeria La Perla Venezia,0.605183333333333,"6",45.441219300000000,12.337267799999999,1373378.369276250246912,5691251.959026240743697
ChIJtUq2I9exfkcRfGSjEE9peO4,BALENCIAGA,0.591200000000000,"7",45.433287800000002,12.336289100000000,1373269.420890611363575,5689993.667459231801331
ChIJ03wUaMaxfkcR8U1wvAXc-cs,Trattoria Pizzeria San Toma',0.974340000000000,"5",45.436024400000001,12.327000099999999,1372235.374140632338822,5690427.794950823299587
ChIJxVNyNb6xfkcRc70B6x_RYLY,Trattoria da'a Marisa,0.276160000000000,"5",45.445771499999999,12.320117000000000,1371469.150953553151339,5691974.221974779851735
ChIJxWpUq9mxfkcRLETYabXZfJs,Ristorante Da Carletto,0.949728571428571,"7",45.436682400000002,12.340108600000001,1373694.605685696005821,5690532.181591643020511
ChIJxX_xlieufkcRctTNgMod7QM,Trattoria Da Giorgio,0.680942857142857,"7",45.436306899999998,12.342358600000001,1373945.074539981083944,5690472.611254647374153
ChIJxZv5GMuxfkcRnBxP7SpYe7I,Studio in San Marco square,-0.271550000000000,"2",45.435034600000002,12.341209400000000,1373817.146181161282584,5690270.773083698004484
ChIJx_80JCaufkcRi7jqrdlen0c,Taverna Scalinetto - Ristorante,0.956135714285714,"14",45.434280200000003,12.346391900000000,1374394.059442197438329,5690151.096920900046825
ChIJxbF0LdexfkcRB4C2pzsUF0o,VERSACE,0.629728571428571,"7",45.433244899999998,12.335667800000000,1373200.258090981282294,5689986.862076364457607
ChIJy9sBbyqxfkcROTisRbt6vEQ,Banca della Marca - Credito Cooperativo,0.115133333333333,"6",45.434913700000003,12.335784700000000,1373213.271339454920962,5690251.593697040341794
ChIJyTnRIgCxfkcR5E2Ye2yMCBM,Fusion Puppa,0.676985714285714,"7",45.439809500000003,12.340723600000000,1373763.067172534065321,5691028.288602229207754
ChIJxSj17NCxfkcRsR-YWhuJr3s,Osteria Bancogiro,0.897737500000000,"8",45.438716100000001,12.335452900000000,1373176.335532409837469,5690854.820155166089535
ChIJz3btdpWxfkcRjJxW1Kb3Bu4,Estetica Primavera,-0.019500000000000,"6",45.445456800000002,12.320504000000000,1371512.231596489902586,5691924.289044206030667
