Y,X,ID,GEOHASH,NUMPOINTS
5689991.36971864,1371968.22069063,"101",u20f2qy,60
5690209.22253948,1372426.84286034,"102",u20f2x1,35
5691734.34074851,1372273.96880377,"103",u20f88b,25
5690862.81281247,1371509.59852092,"104",u20f2rg,46
5689991.36971864,1371815.34663406,"105",u20f2qv,56
5690427.08066181,1372885.46503005,"106",u20f2xk,35
5690644.94408602,1373649.8353129,"107",u20f2z9,35
5691734.34074851,1372121.0947472,"108",u20f82z,86
5690427.08066181,1374719.95370889,"109",u20f3p2,21
5691080.68684157,1371968.22069063,"110",u20f82n,52
5691298.56617368,1373649.8353129,"111",u20f8b3,28
5690209.22253948,1373955.58342604,"112",u20f2z5,87
5690862.81281247,1371356.72446435,"113",u20f2rf,132
5691080.68684157,1373802.70936947,"114",u20f8b4,48
5690644.94408602,1372579.71691691,"115",u20f2xd,110
5690427.08066181,1372121.0947472,"116",u20f2rr,80
5691298.56617368,1373038.33908662,"117",u20f88m,59
5689773.5221989,1372732.59097348,"118",u20f2we,41
5689991.36971864,1374719.95370889,"119",u20f3nb,30
5691080.68684157,1373496.96125633,"120",u20f8b0,19
5689991.36971864,1375025.70182204,"121",u20f3nf,9
5689555.67997988,1371815.34663406,"122",u20f2qm,29
5690862.81281247,1372579.71691691,"123",u20f2xf,28
5691080.68684157,1371509.59852092,"124",u20f825,24
5691516.45080921,1372273.96880377,"125",u20f888,29
5690644.94408602,1374414.20559575,"126",u20f2zw,9
5690209.22253948,1373038.33908662,"127",u20f2xj,69
5690862.81281247,1373496.96125633,"128",u20f2zb,35
5690427.08066181,1373191.21314319,"129",u20f2xq,58
5690644.94408602,1373496.96125633,"130",u20f2z8,97
5689555.67997988,1375178.57587861,"131",u20f3n7,28
5691734.34074851,1372426.84286034,"132",u20f88c,49
5691298.56617368,1371509.59852092,"133",u20f827,29
5690644.94408602,1374719.95370889,"134",u20f3p8,6
5690209.22253948,1375637.19804832,"135",u20f3pn,5
5689120.01144248,1375637.19804832,"136",u20f3jy,8
5691734.34074851,1373191.21314319,"137",u20f88y,7
5690427.08066181,1373344.08719976,"138",u20f2xr,68
5689991.36971864,1374872.82776547,"139",u20f3nc,16
5690427.08066181,1372426.84286034,"140",u20f2x3,55
5691298.56617368,1373955.58342604,"141",u20f8b7,7
5691952.23599199,1372732.59097348,"142",u20f895,39
5689773.5221989,1373649.8353129,"143",u20f2y9,23
5689773.5221989,1373955.58342604,"144",u20f2ye,10
5689991.36971864,1373955.58342604,"145",u20f2yg,86
5689991.36971864,1374108.45748261,"146",u20f2yu,47
5690209.22253948,1374261.33153918,"147",u20f2zj,34
5689773.5221989,1374414.20559575,"148",u20f2yw,6
5689773.5221989,1374719.95370889,"149",u20f3n8,29
5689773.5221989,1374872.82776547,"150",u20f3n9,33
